,alpha,beta,depth,gof,hemi,model,ns,power,subject
323,0.0,0.15,0.9,0.8490934507298828,rh,lasso,21.0,0.0,CC120319
324,0.0,0.8,0.9,0.11090699501011181,lh,lasso,1.0,0.0,CC120319
325,0.0,0.8,0.9,0.11090699501011181,rh,lasso,1.0,0.0,CC120319
326,0.0,0.4,0.9,0.5483407316334812,lh,lasso,6.0,0.0,CC120319
327,0.0,0.4,0.9,0.5483407316334812,rh,lasso,7.0,0.0,CC120319
328,0.0,0.6,0.9,0.3008093340546415,lh,lasso,2.0,0.0,CC120319
329,0.0,0.6,0.9,0.3008093340546415,rh,lasso,5.0,0.0,CC120319
330,0.0,0.2,0.9,0.7846520404528081,lh,lasso,13.0,0.0,CC120319
331,0.0,0.2,0.9,0.7846520404528081,rh,lasso,18.0,0.0,CC120319
332,0.0,0.7,0.9,0.18754527738745908,lh,lasso,2.0,0.0,CC120319
333,0.0,0.7,0.9,0.18754527738745908,rh,lasso,2.0,0.0,CC120319
334,0.0,0.5,0.9,0.42685757682505776,lh,lasso,4.0,0.0,CC120319
335,0.0,0.5,0.9,0.42685757682505776,rh,lasso,6.0,0.0,CC120319
336,0.0,0.1,0.9,0.9048052972271654,lh,lasso,20.0,0.0,CC120319
337,0.0,0.1,0.9,0.9048052972271654,rh,lasso,24.0,0.0,CC120319
338,0.0,0.3,0.9,0.6599797387599424,lh,lasso,6.0,0.0,CC120319
339,0.0,0.3,0.9,0.6599797387599424,rh,lasso,13.0,0.0,CC120319
340,0.0,0.25,0.9,0.6482387535456959,lh,lasso,9.0,0.0,CC120376
341,0.0,0.25,0.9,0.6482387535456959,rh,lasso,10.0,0.0,CC120376
342,0.0,0.15,0.9,0.7989791748021955,lh,lasso,13.0,0.0,CC120376
343,0.0,0.15,0.9,0.7989791748021955,rh,lasso,13.0,0.0,CC120376
344,0.0,0.8,0.9,0.14191987204052414,lh,lasso,0.0,0.0,CC120376
345,0.0,0.8,0.9,0.14191987204052414,rh,lasso,2.0,0.0,CC120376
346,0.0,0.4,0.9,0.4712345492418767,lh,lasso,1.0,0.0,CC120376
347,0.0,0.4,0.9,0.4712345492418767,rh,lasso,8.0,0.0,CC120376
348,0.0,0.6,0.9,0.27340009994024694,lh,lasso,0.0,0.0,CC120376
349,0.0,0.6,0.9,0.27340009994024694,rh,lasso,5.0,0.0,CC120376
350,0.0,0.2,0.9,0.723560318095182,lh,lasso,15.0,0.0,CC120376
351,0.0,0.2,0.9,0.723560318095182,rh,lasso,12.0,0.0,CC120376
352,0.0,0.7,0.9,0.20820262841526493,lh,lasso,0.0,0.0,CC120376
353,0.0,0.7,0.9,0.20820262841526493,rh,lasso,3.0,0.0,CC120376
354,0.0,0.5,0.9,0.37050198915221644,lh,lasso,1.0,0.0,CC120376
355,0.0,0.5,0.9,0.37050198915221644,rh,lasso,6.0,0.0,CC120376
356,0.0,0.1,0.9,0.8722627865156122,lh,lasso,22.0,0.0,CC120376
357,0.0,0.1,0.9,0.8722627865156122,rh,lasso,17.0,0.0,CC120376
358,0.0,0.3,0.9,0.582121957446142,lh,lasso,6.0,0.0,CC120376
359,0.0,0.3,0.9,0.582121957446142,rh,lasso,7.0,0.0,CC120376
360,0.0,0.25,0.9,0.7107155370383476,lh,lasso,4.0,0.0,CC120469
361,0.0,0.25,0.9,0.7107155370383476,rh,lasso,14.0,0.0,CC120469
362,0.0,0.15,0.9,0.8494913158111689,lh,lasso,8.0,0.0,CC120469
363,0.0,0.15,0.9,0.8494913158111689,rh,lasso,27.0,0.0,CC120469
364,0.0,0.8,0.9,0.13142944593135508,lh,lasso,1.0,0.0,CC120469
365,0.0,0.8,0.9,0.13142944593135508,rh,lasso,2.0,0.0,CC120469
366,0.0,0.4,0.9,0.5472283016321252,lh,lasso,3.0,0.0,CC120469
367,0.0,0.4,0.9,0.5472283016321252,rh,lasso,7.0,0.0,CC120469
368,0.0,0.6,0.9,0.3469944893349063,lh,lasso,2.0,0.0,CC120469
369,0.0,0.6,0.9,0.3469944893349063,rh,lasso,3.0,0.0,CC120469
370,0.0,0.2,0.9,0.7815637956700545,lh,lasso,8.0,0.0,CC120469
371,0.0,0.2,0.9,0.7815637956700545,rh,lasso,21.0,0.0,CC120469
372,0.0,0.7,0.9,0.23887079119219046,lh,lasso,2.0,0.0,CC120469
373,0.0,0.7,0.9,0.23887079119219046,rh,lasso,2.0,0.0,CC120469
374,0.0,0.5,0.9,0.44567482834760697,lh,lasso,4.0,0.0,CC120469
375,0.0,0.5,0.9,0.44567482834760697,rh,lasso,4.0,0.0,CC120469
376,0.0,0.1,0.9,0.9089950520402734,lh,lasso,14.0,0.0,CC120469
377,0.0,0.1,0.9,0.9089950520402734,rh,lasso,29.0,0.0,CC120469
378,0.0,0.3,0.9,0.6514928374398181,lh,lasso,3.0,0.0,CC120469
379,0.0,0.3,0.9,0.6514928374398181,rh,lasso,14.0,0.0,CC120469
380,0.0,0.25,0.9,0.734091549695371,lh,lasso,9.0,0.0,CC120550
381,0.0,0.25,0.9,0.734091549695371,rh,lasso,19.0,0.0,CC120550
382,0.0,0.15,0.9,0.8624054243363242,lh,lasso,12.0,0.0,CC120550
383,0.0,0.15,0.9,0.8624054243363242,rh,lasso,24.0,0.0,CC120550
384,0.0,0.8,0.9,0.08674555888452329,lh,lasso,1.0,0.0,CC120550
385,0.0,0.8,0.9,0.08674555888452329,rh,lasso,0.0,0.0,CC120550
386,0.0,0.4,0.9,0.5195994549262442,lh,lasso,1.0,0.0,CC120550
387,0.0,0.4,0.9,0.5195994549262442,rh,lasso,17.0,0.0,CC120550
388,0.0,0.6,0.9,0.2847140928419767,lh,lasso,1.0,0.0,CC120550
389,0.0,0.6,0.9,0.2847140928419767,rh,lasso,4.0,0.0,CC120550
390,0.0,0.2,0.9,0.8045202243291666,lh,lasso,10.0,0.0,CC120550
391,0.0,0.2,0.9,0.8045202243291666,rh,lasso,21.0,0.0,CC120550
392,0.0,0.7,0.9,0.1833931420019994,lh,lasso,1.0,0.0,CC120550
393,0.0,0.7,0.9,0.1833931420019994,rh,lasso,3.0,0.0,CC120550
394,0.0,0.5,0.9,0.3916731471458319,lh,lasso,1.0,0.0,CC120550
395,0.0,0.5,0.9,0.3916731471458319,rh,lasso,8.0,0.0,CC120550
396,0.0,0.1,0.9,0.9163941174449678,lh,lasso,19.0,0.0,CC120550
397,0.0,0.1,0.9,0.9163941174449678,rh,lasso,25.0,0.0,CC120550
398,0.0,0.3,0.9,0.6636098916364954,lh,lasso,6.0,0.0,CC120550
399,0.0,0.3,0.9,0.6636098916364954,rh,lasso,20.0,0.0,CC120550
400,0.0,0.25,0.9,0.6871852804749228,lh,lasso,6.0,0.0,CC120640
401,0.0,0.25,0.9,0.6871852804749228,rh,lasso,11.0,0.0,CC120640
402,0.0,0.15,0.9,0.8234789594943968,lh,lasso,13.0,0.0,CC120640
403,0.0,0.15,0.9,0.8234789594943968,rh,lasso,18.0,0.0,CC120640
404,0.0,0.8,0.9,0.12644629149637987,lh,lasso,1.0,0.0,CC120640
405,0.0,0.8,0.9,0.12644629149637987,rh,lasso,0.0,0.0,CC120640
406,0.0,0.4,0.9,0.5211071247413924,lh,lasso,4.0,0.0,CC120640
407,0.0,0.4,0.9,0.5211071247413924,rh,lasso,6.0,0.0,CC120640
408,0.0,0.6,0.9,0.32531940305496165,lh,lasso,2.0,0.0,CC120640
409,0.0,0.6,0.9,0.32531940305496165,rh,lasso,2.0,0.0,CC120640
410,0.0,0.2,0.9,0.755929435474952,lh,lasso,10.0,0.0,CC120640
411,0.0,0.2,0.9,0.755929435474952,rh,lasso,16.0,0.0,CC120640
412,0.0,0.7,0.9,0.22508394305987567,lh,lasso,2.0,0.0,CC120640
413,0.0,0.7,0.9,0.22508394305987567,rh,lasso,1.0,0.0,CC120640
414,0.0,0.5,0.9,0.42338577563330837,lh,lasso,4.0,0.0,CC120640
415,0.0,0.5,0.9,0.42338577563330837,rh,lasso,2.0,0.0,CC120640
416,0.0,0.1,0.9,0.8939666586400439,lh,lasso,20.0,0.0,CC120640
417,0.0,0.1,0.9,0.8939666586400439,rh,lasso,23.0,0.0,CC120640
418,0.0,0.3,0.9,0.6230072728345448,lh,lasso,6.0,0.0,CC120640
419,0.0,0.3,0.9,0.6230072728345448,rh,lasso,6.0,0.0,CC120640
420,0.0,0.25,0.9,0.6529515828660158,lh,lasso,10.0,0.0,CC120727
421,0.0,0.25,0.9,0.6529515828660158,rh,lasso,11.0,0.0,CC120727
422,0.0,0.15,0.9,0.821668466203513,lh,lasso,20.0,0.0,CC120727
423,0.0,0.15,0.9,0.821668466203513,rh,lasso,19.0,0.0,CC120727
424,0.0,0.8,0.9,0.1338756080526532,lh,lasso,0.0,0.0,CC120727
425,0.0,0.8,0.9,0.1338756080526532,rh,lasso,1.0,0.0,CC120727
426,0.0,0.4,0.9,0.4160887799183688,lh,lasso,3.0,0.0,CC120727
427,0.0,0.4,0.9,0.4160887799183688,rh,lasso,6.0,0.0,CC120727
428,0.0,0.6,0.9,0.2428970382744723,lh,lasso,0.0,0.0,CC120727
429,0.0,0.6,0.9,0.2428970382744723,rh,lasso,2.0,0.0,CC120727
430,0.0,0.2,0.9,0.7396142648275792,lh,lasso,11.0,0.0,CC120727
431,0.0,0.2,0.9,0.7396142648275792,rh,lasso,19.0,0.0,CC120727
432,0.0,0.7,0.9,0.19179405799384008,lh,lasso,0.0,0.0,CC120727
433,0.0,0.7,0.9,0.19179405799384008,rh,lasso,2.0,0.0,CC120727
434,0.0,0.5,0.9,0.3227280535736158,lh,lasso,1.0,0.0,CC120727
435,0.0,0.5,0.9,0.3227280535736158,rh,lasso,4.0,0.0,CC120727
436,0.0,0.1,0.9,0.8946395750837215,lh,lasso,22.0,0.0,CC120727
437,0.0,0.1,0.9,0.8946395750837215,rh,lasso,20.0,0.0,CC120727
438,0.0,0.3,0.9,0.569885164288769,lh,lasso,7.0,0.0,CC120727
439,0.0,0.3,0.9,0.569885164288769,rh,lasso,11.0,0.0,CC120727
440,0.0,0.25,0.9,0.6711993061210193,lh,lasso,7.0,0.0,CC120795
441,0.0,0.25,0.9,0.6711993061210193,rh,lasso,16.0,0.0,CC120795
442,0.0,0.15,0.9,0.8397575808638064,lh,lasso,17.0,0.0,CC120795
443,0.0,0.15,0.9,0.8397575808638064,rh,lasso,32.0,0.0,CC120795
444,0.0,0.8,0.9,0.10975511195818521,lh,lasso,0.0,0.0,CC120795
445,0.0,0.8,0.9,0.10975511195818521,rh,lasso,2.0,0.0,CC120795
446,0.0,0.4,0.9,0.5080173831297274,lh,lasso,2.0,0.0,CC120795
447,0.0,0.4,0.9,0.5080173831297274,rh,lasso,6.0,0.0,CC120795
448,0.0,0.6,0.9,0.27646264054357494,lh,lasso,2.0,0.0,CC120795
449,0.0,0.6,0.9,0.27646264054357494,rh,lasso,3.0,0.0,CC120795
450,0.0,0.2,0.9,0.7523498821990495,lh,lasso,14.0,0.0,CC120795
451,0.0,0.2,0.9,0.7523498821990495,rh,lasso,20.0,0.0,CC120795
452,0.0,0.7,0.9,0.18223817944310305,lh,lasso,0.0,0.0,CC120795
453,0.0,0.7,0.9,0.18223817944310305,rh,lasso,2.0,0.0,CC120795
454,0.0,0.5,0.9,0.4014913839187725,lh,lasso,2.0,0.0,CC120795
455,0.0,0.5,0.9,0.4014913839187725,rh,lasso,4.0,0.0,CC120795
456,0.0,0.1,0.9,0.9154729680283817,lh,lasso,20.0,0.0,CC120795
457,0.0,0.1,0.9,0.9154729680283817,rh,lasso,26.0,0.0,CC120795
458,0.0,0.3,0.9,0.6033377497279492,lh,lasso,2.0,0.0,CC120795
459,0.0,0.3,0.9,0.6033377497279492,rh,lasso,10.0,0.0,CC120795
460,0.0,0.25,0.9,0.7480783286266671,lh,lasso,12.0,0.0,CC121106
461,0.0,0.25,0.9,0.7480783286266671,rh,lasso,18.0,0.0,CC121106
462,0.0,0.15,0.9,0.8627383556065742,lh,lasso,21.0,0.0,CC121106
463,0.0,0.15,0.9,0.8627383556065742,rh,lasso,22.0,0.0,CC121106
464,0.0,0.8,0.9,0.14930050288424124,lh,lasso,1.0,0.0,CC121106
465,0.0,0.8,0.9,0.14930050288424124,rh,lasso,3.0,0.0,CC121106
466,0.0,0.4,0.9,0.5654672010382291,lh,lasso,3.0,0.0,CC121106
467,0.0,0.4,0.9,0.5654672010382291,rh,lasso,15.0,0.0,CC121106
468,0.0,0.6,0.9,0.3271102006119514,lh,lasso,3.0,0.0,CC121106
469,0.0,0.6,0.9,0.3271102006119514,rh,lasso,7.0,0.0,CC121106
470,0.0,0.2,0.9,0.8067915876664467,lh,lasso,17.0,0.0,CC121106
471,0.0,0.2,0.9,0.8067915876664467,rh,lasso,19.0,0.0,CC121106
472,0.0,0.7,0.9,0.23142652730430713,lh,lasso,2.0,0.0,CC121106
473,0.0,0.7,0.9,0.23142652730430713,rh,lasso,4.0,0.0,CC121106
474,0.0,0.5,0.9,0.44957040261516046,lh,lasso,3.0,0.0,CC121106
475,0.0,0.5,0.9,0.44957040261516046,rh,lasso,9.0,0.0,CC121106
476,0.0,0.1,0.9,0.915732819077179,lh,lasso,23.0,0.0,CC121106
477,0.0,0.1,0.9,0.915732819077179,rh,lasso,26.0,0.0,CC121106
478,0.0,0.3,0.9,0.6861336716698061,lh,lasso,8.0,0.0,CC121106
479,0.0,0.3,0.9,0.6861336716698061,rh,lasso,16.0,0.0,CC121106
480,0.0,0.25,0.9,0.6734080201051251,lh,lasso,8.0,0.0,CC121111
481,0.0,0.25,0.9,0.6734080201051251,rh,lasso,5.0,0.0,CC121111
482,0.0,0.15,0.9,0.8305602470222251,lh,lasso,10.0,0.0,CC121111
483,0.0,0.15,0.9,0.8305602470222251,rh,lasso,14.0,0.0,CC121111
484,0.0,0.8,0.9,0.1322364530364334,lh,lasso,0.0,0.0,CC121111
485,0.0,0.8,0.9,0.1322364530364334,rh,lasso,1.0,0.0,CC121111
486,0.0,0.4,0.9,0.47237493040737333,lh,lasso,2.0,0.0,CC121111
487,0.0,0.4,0.9,0.47237493040737333,rh,lasso,2.0,0.0,CC121111
488,0.0,0.6,0.9,0.297838739504921,lh,lasso,1.0,0.0,CC121111
489,0.0,0.6,0.9,0.297838739504921,rh,lasso,2.0,0.0,CC121111
490,0.0,0.2,0.9,0.7520680282980394,lh,lasso,9.0,0.0,CC121111
491,0.0,0.2,0.9,0.7520680282980394,rh,lasso,10.0,0.0,CC121111
492,0.0,0.7,0.9,0.1885436558386009,lh,lasso,1.0,0.0,CC121111
493,0.0,0.7,0.9,0.1885436558386009,rh,lasso,1.0,0.0,CC121111
494,0.0,0.5,0.9,0.3910163327406698,lh,lasso,1.0,0.0,CC121111
495,0.0,0.5,0.9,0.3910163327406698,rh,lasso,2.0,0.0,CC121111
496,0.0,0.1,0.9,0.9010945793335966,lh,lasso,12.0,0.0,CC121111
497,0.0,0.1,0.9,0.9010945793335966,rh,lasso,20.0,0.0,CC121111
498,0.0,0.3,0.9,0.5949388122084545,lh,lasso,8.0,0.0,CC121111
499,0.0,0.3,0.9,0.5949388122084545,rh,lasso,4.0,0.0,CC121111
500,0.0,0.25,0.9,0.7132840295568625,lh,lasso,7.0,0.0,CC121144
501,0.0,0.25,0.9,0.7132840295568625,rh,lasso,7.0,0.0,CC121144
502,0.0,0.15,0.9,0.8504299867946663,lh,lasso,10.0,0.0,CC121144
503,0.0,0.15,0.9,0.8504299867946663,rh,lasso,15.0,0.0,CC121144
504,0.0,0.8,0.9,0.15204651461596175,lh,lasso,1.0,0.0,CC121144
505,0.0,0.8,0.9,0.15204651461596175,rh,lasso,1.0,0.0,CC121144
506,0.0,0.4,0.9,0.5402502656222602,lh,lasso,4.0,0.0,CC121144
507,0.0,0.4,0.9,0.5402502656222602,rh,lasso,3.0,0.0,CC121144
508,0.0,0.6,0.9,0.3266328355138056,lh,lasso,1.0,0.0,CC121144
509,0.0,0.6,0.9,0.3266328355138056,rh,lasso,2.0,0.0,CC121144
510,0.0,0.2,0.9,0.7819434735655693,lh,lasso,7.0,0.0,CC121144
511,0.0,0.2,0.9,0.7819434735655693,rh,lasso,10.0,0.0,CC121144
512,0.0,0.7,0.9,0.24247568182331236,lh,lasso,1.0,0.0,CC121144
513,0.0,0.7,0.9,0.24247568182331236,rh,lasso,1.0,0.0,CC121144
514,0.0,0.5,0.9,0.4378684990870838,lh,lasso,2.0,0.0,CC121144
515,0.0,0.5,0.9,0.4378684990870838,rh,lasso,3.0,0.0,CC121144
516,0.0,0.1,0.9,0.9148677934795592,lh,lasso,15.0,0.0,CC121144
517,0.0,0.1,0.9,0.9148677934795592,rh,lasso,23.0,0.0,CC121144
518,0.0,0.3,0.9,0.6411795360688755,lh,lasso,6.0,0.0,CC121144
519,0.0,0.3,0.9,0.6411795360688755,rh,lasso,5.0,0.0,CC121144
520,0.0,0.25,0.9,0.6679701814500256,lh,lasso,8.0,0.0,CC121411
521,0.0,0.25,0.9,0.6679701814500256,rh,lasso,7.0,0.0,CC121411
522,0.0,0.15,0.9,0.8126728940732119,lh,lasso,12.0,0.0,CC121411
523,0.0,0.15,0.9,0.8126728940732119,rh,lasso,15.0,0.0,CC121411
524,0.0,0.8,0.9,0.12721510990001783,lh,lasso,2.0,0.0,CC121411
525,0.0,0.8,0.9,0.12721510990001783,rh,lasso,0.0,0.0,CC121411
526,0.0,0.4,0.9,0.48908105756657305,lh,lasso,3.0,0.0,CC121411
527,0.0,0.4,0.9,0.48908105756657305,rh,lasso,2.0,0.0,CC121411
528,0.0,0.6,0.9,0.30786097475056395,lh,lasso,2.0,0.0,CC121411
529,0.0,0.6,0.9,0.30786097475056395,rh,lasso,1.0,0.0,CC121411
530,0.0,0.2,0.9,0.7404894218833795,lh,lasso,9.0,0.0,CC121411
531,0.0,0.2,0.9,0.7404894218833795,rh,lasso,11.0,0.0,CC121411
532,0.0,0.7,0.9,0.2034425266058978,lh,lasso,2.0,0.0,CC121411
533,0.0,0.7,0.9,0.2034425266058978,rh,lasso,1.0,0.0,CC121411
534,0.0,0.5,0.9,0.4021828376888401,lh,lasso,2.0,0.0,CC121411
535,0.0,0.5,0.9,0.4021828376888401,rh,lasso,2.0,0.0,CC121411
536,0.0,0.1,0.9,0.885216828005167,lh,lasso,18.0,0.0,CC121411
537,0.0,0.1,0.9,0.885216828005167,rh,lasso,22.0,0.0,CC121411
538,0.0,0.3,0.9,0.6021092624008446,lh,lasso,5.0,0.0,CC121411
539,0.0,0.3,0.9,0.6021092624008446,rh,lasso,7.0,0.0,CC121411
540,0.0,0.25,0.9,0.6956595419451268,lh,lasso,6.0,0.0,CC121428
541,0.0,0.25,0.9,0.6956595419451268,rh,lasso,10.0,0.0,CC121428
542,0.0,0.15,0.9,0.8342563821814654,lh,lasso,11.0,0.0,CC121428
543,0.0,0.15,0.9,0.8342563821814654,rh,lasso,15.0,0.0,CC121428
544,0.0,0.8,0.9,0.14673465065352997,lh,lasso,0.0,0.0,CC121428
545,0.0,0.8,0.9,0.14673465065352997,rh,lasso,1.0,0.0,CC121428
546,0.0,0.4,0.9,0.513918963372757,lh,lasso,2.0,0.0,CC121428
547,0.0,0.4,0.9,0.513918963372757,rh,lasso,5.0,0.0,CC121428
548,0.0,0.6,0.9,0.26663765807363826,lh,lasso,0.0,0.0,CC121428
549,0.0,0.6,0.9,0.26663765807363826,rh,lasso,2.0,0.0,CC121428
550,0.0,0.2,0.9,0.7624283298822166,lh,lasso,9.0,0.0,CC121428
551,0.0,0.2,0.9,0.7624283298822166,rh,lasso,11.0,0.0,CC121428
552,0.0,0.7,0.9,0.2078740884258341,lh,lasso,0.0,0.0,CC121428
553,0.0,0.7,0.9,0.2078740884258341,rh,lasso,1.0,0.0,CC121428
554,0.0,0.5,0.9,0.3693827360941371,lh,lasso,1.0,0.0,CC121428
555,0.0,0.5,0.9,0.3693827360941371,rh,lasso,4.0,0.0,CC121428
556,0.0,0.1,0.9,0.902419197551543,lh,lasso,18.0,0.0,CC121428
557,0.0,0.1,0.9,0.902419197551543,rh,lasso,16.0,0.0,CC121428
558,0.0,0.3,0.9,0.6391713109728856,lh,lasso,4.0,0.0,CC121428
559,0.0,0.3,0.9,0.6391713109728856,rh,lasso,8.0,0.0,CC121428
560,0.0,0.25,0.9,0.757351465394625,lh,lasso,15.0,0.0,CC122172
561,0.0,0.25,0.9,0.757351465394625,rh,lasso,14.0,0.0,CC122172
562,0.0,0.15,0.9,0.8773961959235497,lh,lasso,22.0,0.0,CC122172
563,0.0,0.15,0.9,0.8773961959235497,rh,lasso,20.0,0.0,CC122172
564,0.0,0.8,0.9,0.09034414833847781,lh,lasso,1.0,0.0,CC122172
565,0.0,0.8,0.9,0.09034414833847781,rh,lasso,4.0,0.0,CC122172
566,0.0,0.4,0.9,0.5612216683198257,lh,lasso,8.0,0.0,CC122172
567,0.0,0.4,0.9,0.5612216683198257,rh,lasso,9.0,0.0,CC122172
568,0.0,0.6,0.9,0.2699554571366436,lh,lasso,6.0,0.0,CC122172
569,0.0,0.6,0.9,0.2699554571366436,rh,lasso,6.0,0.0,CC122172
570,0.0,0.2,0.9,0.819277233254783,lh,lasso,15.0,0.0,CC122172
571,0.0,0.2,0.9,0.819277233254783,rh,lasso,16.0,0.0,CC122172
572,0.0,0.7,0.9,0.14544029948234116,lh,lasso,2.0,0.0,CC122172
573,0.0,0.7,0.9,0.14544029948234116,rh,lasso,4.0,0.0,CC122172
574,0.0,0.5,0.9,0.4263035830192885,lh,lasso,6.0,0.0,CC122172
575,0.0,0.5,0.9,0.4263035830192885,rh,lasso,10.0,0.0,CC122172
576,0.0,0.1,0.9,0.929483558362517,lh,lasso,24.0,0.0,CC122172
577,0.0,0.1,0.9,0.929483558362517,rh,lasso,23.0,0.0,CC122172
578,0.0,0.3,0.9,0.6936831894604811,lh,lasso,12.0,0.0,CC122172
579,0.0,0.3,0.9,0.6936831894604811,rh,lasso,12.0,0.0,CC122172
580,0.0,0.25,0.9,0.6960686728046832,lh,lasso,9.0,0.0,CC210519
581,0.0,0.25,0.9,0.6960686728046832,rh,lasso,9.0,0.0,CC210519
582,0.0,0.15,0.9,0.8373283007598349,lh,lasso,12.0,0.0,CC210519
583,0.0,0.15,0.9,0.8373283007598349,rh,lasso,14.0,0.0,CC210519
584,0.0,0.8,0.9,0.14510803678198714,lh,lasso,0.0,0.0,CC210519
585,0.0,0.8,0.9,0.14510803678198714,rh,lasso,1.0,0.0,CC210519
586,0.0,0.4,0.9,0.4929574906260422,lh,lasso,6.0,0.0,CC210519
587,0.0,0.4,0.9,0.4929574906260422,rh,lasso,5.0,0.0,CC210519
588,0.0,0.6,0.9,0.29293426830803926,lh,lasso,2.0,0.0,CC210519
589,0.0,0.6,0.9,0.29293426830803926,rh,lasso,2.0,0.0,CC210519
590,0.0,0.2,0.9,0.7667494265668318,lh,lasso,10.0,0.0,CC210519
591,0.0,0.2,0.9,0.7667494265668318,rh,lasso,12.0,0.0,CC210519
592,0.0,0.7,0.9,0.21721381464411205,lh,lasso,1.0,0.0,CC210519
593,0.0,0.7,0.9,0.21721381464411205,rh,lasso,1.0,0.0,CC210519
594,0.0,0.5,0.9,0.37985267122146227,lh,lasso,3.0,0.0,CC210519
595,0.0,0.5,0.9,0.37985267122146227,rh,lasso,2.0,0.0,CC210519
596,0.0,0.1,0.9,0.9025919387683468,lh,lasso,16.0,0.0,CC210519
597,0.0,0.1,0.9,0.9025919387683468,rh,lasso,18.0,0.0,CC210519
598,0.0,0.3,0.9,0.6269790556849275,lh,lasso,7.0,0.0,CC210519
599,0.0,0.3,0.9,0.6269790556849275,rh,lasso,8.0,0.0,CC210519
600,0.0,0.25,0.9,0.6606837431776607,lh,lasso,13.0,0.0,CC220526
601,0.0,0.25,0.9,0.6606837431776607,rh,lasso,15.0,0.0,CC220526
602,0.0,0.15,0.9,0.8174857315176218,lh,lasso,18.0,0.0,CC220526
603,0.0,0.15,0.9,0.8174857315176218,rh,lasso,19.0,0.0,CC220526
604,0.0,0.8,0.9,0.0700821109580253,lh,lasso,1.0,0.0,CC220526
605,0.0,0.8,0.9,0.0700821109580253,rh,lasso,0.0,0.0,CC220526
606,0.0,0.4,0.9,0.4592123706739508,lh,lasso,8.0,0.0,CC220526
607,0.0,0.4,0.9,0.4592123706739508,rh,lasso,9.0,0.0,CC220526
608,0.0,0.6,0.9,0.23132434981620165,lh,lasso,4.0,0.0,CC220526
609,0.0,0.6,0.9,0.23132434981620165,rh,lasso,4.0,0.0,CC220526
610,0.0,0.2,0.9,0.7344432349291401,lh,lasso,15.0,0.0,CC220526
611,0.0,0.2,0.9,0.7344432349291401,rh,lasso,18.0,0.0,CC220526
612,0.0,0.7,0.9,0.12377167086201013,lh,lasso,3.0,0.0,CC220526
613,0.0,0.7,0.9,0.12377167086201013,rh,lasso,2.0,0.0,CC220526
614,0.0,0.5,0.9,0.3422785859350861,lh,lasso,6.0,0.0,CC220526
615,0.0,0.5,0.9,0.3422785859350861,rh,lasso,8.0,0.0,CC220526
616,0.0,0.1,0.9,0.8907075025274542,lh,lasso,23.0,0.0,CC220526
617,0.0,0.1,0.9,0.8907075025274542,rh,lasso,26.0,0.0,CC220526
618,0.0,0.3,0.9,0.586788580259868,lh,lasso,11.0,0.0,CC220526
619,0.0,0.3,0.9,0.586788580259868,rh,lasso,11.0,0.0,CC220526
620,0.0,0.25,0.9,0.6998950317578992,lh,lasso,16.0,0.0,CC221373
621,0.0,0.25,0.9,0.6998950317578992,rh,lasso,8.0,0.0,CC221373
622,0.0,0.15,0.9,0.8381767285942607,lh,lasso,22.0,0.0,CC221373
623,0.0,0.15,0.9,0.8381767285942607,rh,lasso,19.0,0.0,CC221373
624,0.0,0.8,0.9,0.12421601564358431,lh,lasso,2.0,0.0,CC221373
625,0.0,0.8,0.9,0.12421601564358431,rh,lasso,1.0,0.0,CC221373
626,0.0,0.4,0.9,0.4938835073511284,lh,lasso,7.0,0.0,CC221373
627,0.0,0.4,0.9,0.4938835073511284,rh,lasso,3.0,0.0,CC221373
628,0.0,0.6,0.9,0.26321073120453964,lh,lasso,3.0,0.0,CC221373
629,0.0,0.6,0.9,0.26321073120453964,rh,lasso,1.0,0.0,CC221373
630,0.0,0.2,0.9,0.7662989298068759,lh,lasso,14.0,0.0,CC221373
631,0.0,0.2,0.9,0.7662989298068759,rh,lasso,14.0,0.0,CC221373
632,0.0,0.7,0.9,0.19834512503961077,lh,lasso,3.0,0.0,CC221373
633,0.0,0.7,0.9,0.19834512503961077,rh,lasso,1.0,0.0,CC221373
634,0.0,0.5,0.9,0.3707240567689081,lh,lasso,5.0,0.0,CC221373
635,0.0,0.5,0.9,0.3707240567689081,rh,lasso,2.0,0.0,CC221373
636,0.0,0.1,0.9,0.9082845343885078,lh,lasso,23.0,0.0,CC221373
637,0.0,0.1,0.9,0.9082845343885078,rh,lasso,25.0,0.0,CC221373
638,0.0,0.3,0.9,0.6281605835754156,lh,lasso,12.0,0.0,CC221373
639,0.0,0.3,0.9,0.6281605835754156,rh,lasso,4.0,0.0,CC221373
640,0.0,0.25,0.9,0.522687139598055,lh,adalasso,1.0,0.0,CC110033
641,0.0,0.25,0.9,0.522687139598055,rh,adalasso,2.0,0.0,CC110033
642,0.0,0.15,0.9,0.7153564579210183,lh,adalasso,3.0,0.0,CC110033
643,0.0,0.15,0.9,0.7153564579210183,rh,adalasso,3.0,0.0,CC110033
644,0.0,0.8,0.9,0.0,lh,adalasso,0.0,0.0,CC110033
645,0.0,0.8,0.9,0.0,rh,adalasso,0.0,0.0,CC110033
646,0.0,0.4,0.9,0.45189838290699325,lh,adalasso,1.0,0.0,CC110033
647,0.0,0.4,0.9,0.45189838290699325,rh,adalasso,1.0,0.0,CC110033
