,V1_count,V1_geod,V1_max,alpha,beta,depth,ffa_count,ffa_geod,ffa_max,ffg_count,ffg_geod,ffg_max,gof,hemi,model,n_tasks,ns,power,source_max,subject
4620,0.2222222222222222,3.284828595702478,0.3922783492811538,5,0.3,0.9,0.0,4.80229617966564,0.16823169972820612,0.1111111111111111,4.210603266822559,0.560328334980107,-0.025099927420610957,lh,mwe-S16,16.0,2304.0,1.0,0.3351929259276583,sub009
4621,0.1111111111111111,5.738361092261321,0.4844177644167248,5,0.3,0.9,0.0,2.4393379075332478,0.22587742375457062,0.4444444444444444,1.8879201800114174,0.8331604623275912,-0.025099927420610957,rh,mwe-S16,16.0,2317.0,1.0,0.27926949313482585,sub009
4622,0.1111111111111111,9.069244559985535,0.5361132060642508,5,0.3,0.9,0.0,11.034615548697795,0.12445684523985895,0.0,10.318902478418453,0.20183468065637042,0.04253932166966523,lh,mwe-S16,16.0,2304.0,1.0,0.17109194605815067,sub010
4623,0.1111111111111111,4.934106242072632,0.7398956621958225,5,0.3,0.9,0.1111111111111111,3.034471427546357,0.5418249975409927,0.2222222222222222,2.1439611695111798,0.7789471970935835,0.04253932166966523,rh,mwe-S16,16.0,2317.0,1.0,0.30391543146102035,sub010
4624,0.4444444444444444,3.4496178561939215,0.22242103127917492,5,0.3,0.9,0.0,4.281141883297644,0.0890321569866793,0.0,3.846074931340928,0.109668807268418,0.026581821427432706,lh,mwe-S16,16.0,2304.0,1.0,0.3359744054353753,sub011
4625,0.1111111111111111,4.8144999098585135,0.1849916948411344,5,0.3,0.9,0.0,5.9494355364224445,0.07935893160394161,0.2222222222222222,5.047097148802685,0.23836965246740424,0.026581821427432706,rh,mwe-S16,16.0,2317.0,1.0,1.3488380937212225,sub011
4626,0.3333333333333333,1.8995041531705839,0.5174555877432145,5,0.3,0.9,0.0,7.579052562266121,0.1603120693418687,0.1111111111111111,7.041329679991808,0.3275328402765701,-0.06312107949783163,lh,mwe-S16,16.0,2304.0,1.0,0.10937315953385916,sub012
4627,0.2222222222222222,4.41594038680191,0.5241201104922816,5,0.3,0.9,0.0,3.6220634024278118,0.12813429657773734,0.2222222222222222,2.6001281772570803,0.6854828285988491,-0.06312107949783163,rh,mwe-S16,16.0,2317.0,1.0,0.21136724025122558,sub012
4628,0.2222222222222222,1.8995041531705839,0.42582725362531804,5,0.3,0.9,0.1111111111111111,7.579052562266121,0.3779111027784874,0.1111111111111111,7.041329679991808,0.3779111027784874,0.008380537172166913,lh,mwe-S16,16.0,2304.0,1.0,0.22153877159965532,sub013
4629,0.1111111111111111,6.550570218605681,0.3613934488020775,5,0.3,0.9,0.0,2.0680571089709208,0.18059770882981868,0.3333333333333333,2.1254534891691046,1.0,0.008380537172166913,rh,mwe-S16,16.0,2317.0,1.0,0.5202550323248815,sub013
4630,0.3333333333333333,3.4496178561939215,0.8301123055575796,5,0.3,0.9,0.0,4.281141883297644,0.4293089193797343,0.1111111111111111,3.846074931340928,0.4788171245209212,0.01726342077019083,lh,mwe-S16,16.0,2304.0,1.0,0.2909131926423144,sub014
4631,0.1111111111111111,4.066622468197728,0.5652761189300838,5,0.3,0.9,0.0,4.284616884748757,0.24706048729126948,0.2222222222222222,3.2643919967895756,0.6354102014970354,0.01726342077019083,rh,mwe-S16,16.0,2317.0,1.0,0.3260385813041682,sub014
4632,0.6666666666666666,2.055378933428265,0.9043613878775684,5,0.3,0.9,0.0,6.261328401685618,0.323054013546477,0.1111111111111111,5.7600671762249895,0.4824634427173907,-0.004325775354128147,lh,mwe-S16,16.0,2304.0,1.0,0.3383104636422239,sub015
4633,0.1111111111111111,4.63355040863291,0.7524406416600868,5,0.3,0.9,0.0,3.6987954368188625,0.14703060504734514,0.4444444444444444,2.530574181434577,1.0,-0.004325775354128147,rh,mwe-S16,16.0,2317.0,1.0,0.3740876912449783,sub015
4634,0.4444444444444444,1.8995041531705839,0.7015134865848105,5,0.3,0.9,0.0,7.579052562266121,0.3126714534416921,0.1111111111111111,7.041329679991808,0.42431754528976273,0.06566220449331639,lh,mwe-S16,16.0,2304.0,1.0,0.19943855511601413,sub017
4635,0.3333333333333333,3.0090514070214196,0.7811135427987385,5,0.3,0.9,0.0,5.328702902167223,0.2258034554875204,0.1111111111111111,4.055574112751957,0.8521252237541317,0.06566220449331639,rh,mwe-S16,16.0,2317.0,1.0,0.2842975351577973,sub017
4636,0.2222222222222222,3.284828595702478,0.49393796664993994,5,0.3,0.9,0.1111111111111111,4.80229617966564,0.322477215199022,0.2222222222222222,4.210603266822559,0.4512790864398548,0.006382384569409316,lh,mwe-S16,16.0,2304.0,1.0,0.20002748582594782,sub018
