,alpha,beta,depth,gof,hemi,model,n_tasks,ns,power,subject
2240,5.0,0.1,0.9,0.9850250003494626,lh,mwe-S32,32.0,2562.0,1.0,CC110033
2241,5.0,0.1,0.9,0.9850250003494626,rh,mwe-S32,32.0,2562.0,1.0,CC110033
2242,5.0,0.1,0.9,0.9956538830686581,lh,mwe-S32,32.0,2562.0,1.0,CC110101
2243,5.0,0.1,0.9,0.9956538830686581,rh,mwe-S32,32.0,2562.0,1.0,CC110101
2244,5.0,0.1,0.9,0.9949591165656152,lh,mwe-S32,32.0,2562.0,1.0,CC110187
2245,5.0,0.1,0.9,0.9949591165656152,rh,mwe-S32,32.0,2562.0,1.0,CC110187
2246,5.0,0.1,0.9,0.9886218653603457,lh,mwe-S32,32.0,2562.0,1.0,CC110411
2247,5.0,0.1,0.9,0.9886218653603457,rh,mwe-S32,32.0,2562.0,1.0,CC110411
2248,5.0,0.1,0.9,0.9878759406871559,lh,mwe-S32,32.0,2562.0,1.0,CC110606
2249,5.0,0.1,0.9,0.9878759406871559,rh,mwe-S32,32.0,2562.0,1.0,CC110606
2250,5.0,0.1,0.9,0.9847366282540603,lh,mwe-S32,32.0,2562.0,1.0,CC112141
2251,5.0,0.1,0.9,0.9847366282540603,rh,mwe-S32,32.0,2562.0,1.0,CC112141
2252,5.0,0.1,0.9,0.9924404790533309,lh,mwe-S32,32.0,2562.0,1.0,CC120008
2253,5.0,0.1,0.9,0.9924404790533309,rh,mwe-S32,32.0,2562.0,1.0,CC120008
2254,5.0,0.1,0.9,0.9964352646622091,lh,mwe-S32,32.0,2562.0,1.0,CC120049
2255,5.0,0.1,0.9,0.9964352646622091,rh,mwe-S32,32.0,2562.0,1.0,CC120049
2256,5.0,0.1,0.9,0.9854309076254478,lh,mwe-S32,32.0,2562.0,1.0,CC120061
2257,5.0,0.1,0.9,0.9854309076254478,rh,mwe-S32,32.0,2562.0,1.0,CC120061
2258,5.0,0.1,0.9,0.9930017121380037,lh,mwe-S32,32.0,2562.0,1.0,CC120120
2259,5.0,0.1,0.9,0.9930017121380037,rh,mwe-S32,32.0,2562.0,1.0,CC120120
2260,5.0,0.1,0.9,0.985688595399386,lh,mwe-S32,32.0,2562.0,1.0,CC120166
2261,5.0,0.1,0.9,0.985688595399386,rh,mwe-S32,32.0,2562.0,1.0,CC120166
2262,5.0,0.1,0.9,0.9972392183034551,lh,mwe-S32,32.0,2562.0,1.0,CC120182
2263,5.0,0.1,0.9,0.9972392183034551,rh,mwe-S32,32.0,2562.0,1.0,CC120182
2264,5.0,0.1,0.9,0.971850633173106,lh,mwe-S32,32.0,2562.0,1.0,CC120218
2265,5.0,0.1,0.9,0.971850633173106,rh,mwe-S32,32.0,2562.0,1.0,CC120218
2266,5.0,0.1,0.9,0.9972942330426409,lh,mwe-S32,32.0,2562.0,1.0,CC120264
2267,5.0,0.1,0.9,0.9972942330426409,rh,mwe-S32,32.0,2562.0,1.0,CC120264
2268,5.0,0.1,0.9,0.9853713058283701,lh,mwe-S32,32.0,2562.0,1.0,CC120309
2269,5.0,0.1,0.9,0.9853713058283701,rh,mwe-S32,32.0,2562.0,1.0,CC120309
2270,5.0,0.1,0.9,0.995621926824672,lh,mwe-S32,32.0,2562.0,1.0,CC120313
2271,5.0,0.1,0.9,0.995621926824672,rh,mwe-S32,32.0,2562.0,1.0,CC120313
2272,5.0,0.1,0.9,0.993242758377338,lh,mwe-S32,32.0,2562.0,1.0,CC120319
2273,5.0,0.1,0.9,0.993242758377338,rh,mwe-S32,32.0,2562.0,1.0,CC120319
2274,5.0,0.1,0.9,0.9742719020287557,lh,mwe-S32,32.0,2561.0,1.0,CC120376
2275,5.0,0.1,0.9,0.9742719020287557,rh,mwe-S32,32.0,2562.0,1.0,CC120376
2276,5.0,0.1,0.9,0.9917772278954315,lh,mwe-S32,32.0,2562.0,1.0,CC120469
2277,5.0,0.1,0.9,0.9917772278954315,rh,mwe-S32,32.0,2562.0,1.0,CC120469
2278,5.0,0.1,0.9,0.9822298885146382,lh,mwe-S32,32.0,2562.0,1.0,CC120550
2279,5.0,0.1,0.9,0.9822298885146382,rh,mwe-S32,32.0,2562.0,1.0,CC120550
2280,5.0,0.1,0.9,0.9891210913470652,lh,mwe-S32,32.0,2562.0,1.0,CC120640
2281,5.0,0.1,0.9,0.9891210913470652,rh,mwe-S32,32.0,2562.0,1.0,CC120640
2282,5.0,0.1,0.9,0.9916746553073555,lh,mwe-S32,32.0,2562.0,1.0,CC120727
2283,5.0,0.1,0.9,0.9916746553073555,rh,mwe-S32,32.0,2562.0,1.0,CC120727
2284,5.0,0.1,0.9,0.9837481114370918,lh,mwe-S32,32.0,2562.0,1.0,CC120795
2285,5.0,0.1,0.9,0.9837481114370918,rh,mwe-S32,32.0,2562.0,1.0,CC120795
2286,5.0,0.1,0.9,0.9945743613792302,lh,mwe-S32,32.0,2562.0,1.0,CC121106
2287,5.0,0.1,0.9,0.9945743613792302,rh,mwe-S32,32.0,2562.0,1.0,CC121106
2288,5.0,0.1,0.9,0.967006027748876,lh,mwe-S32,32.0,2562.0,1.0,CC121111
2289,5.0,0.1,0.9,0.967006027748876,rh,mwe-S32,32.0,2562.0,1.0,CC121111
2290,5.0,0.1,0.9,0.9948873311836985,lh,mwe-S32,32.0,2562.0,1.0,CC121144
2291,5.0,0.1,0.9,0.9948873311836985,rh,mwe-S32,32.0,2562.0,1.0,CC121144
2292,5.0,0.1,0.9,0.9728827386443646,lh,mwe-S32,32.0,2562.0,1.0,CC121411
2293,5.0,0.1,0.9,0.9728827386443646,rh,mwe-S32,32.0,2562.0,1.0,CC121411
2294,5.0,0.1,0.9,0.9934374518750149,lh,mwe-S32,32.0,2562.0,1.0,CC121428
2295,5.0,0.1,0.9,0.9934374518750149,rh,mwe-S32,32.0,2562.0,1.0,CC121428
2296,5.0,0.1,0.9,0.9919757672553267,lh,mwe-S32,32.0,2562.0,1.0,CC122172
2297,5.0,0.1,0.9,0.9919757672553267,rh,mwe-S32,32.0,2562.0,1.0,CC122172
2298,5.0,0.1,0.9,0.9900087397124083,lh,mwe-S32,32.0,2562.0,1.0,CC210519
2299,5.0,0.1,0.9,0.9900087397124083,rh,mwe-S32,32.0,2562.0,1.0,CC210519
2300,5.0,0.1,0.9,0.9839296514721299,lh,mwe-S32,32.0,2562.0,1.0,CC220526
2301,5.0,0.1,0.9,0.9839296514721299,rh,mwe-S32,32.0,2562.0,1.0,CC220526
2302,5.0,0.1,0.9,0.986423608729026,lh,mwe-S32,32.0,2562.0,1.0,CC221373
2303,5.0,0.1,0.9,0.986423608729026,rh,mwe-S32,32.0,2562.0,1.0,CC221373
2304,20.0,0.15,0.9,0.0012645711789661673,lh,re-mwe-S32,32.0,2560.0,1.0,CC110033
2305,20.0,0.15,0.9,0.0012645711789661673,rh,re-mwe-S32,32.0,2558.0,1.0,CC110033
2306,20.0,0.15,0.9,-0.0015276342026198098,lh,re-mwe-S32,32.0,2551.0,1.0,CC110101
2307,20.0,0.15,0.9,-0.0015276342026198098,rh,re-mwe-S32,32.0,2558.0,1.0,CC110101
2308,20.0,0.15,0.9,0.0023639300848226075,lh,re-mwe-S32,32.0,2555.0,1.0,CC110187
2309,20.0,0.15,0.9,0.0023639300848226075,rh,re-mwe-S32,32.0,2554.0,1.0,CC110187
2310,20.0,0.15,0.9,-0.0004564638193704784,lh,re-mwe-S32,32.0,2555.0,1.0,CC110411
2311,20.0,0.15,0.9,-0.0004564638193704784,rh,re-mwe-S32,32.0,2557.0,1.0,CC110411
2312,20.0,0.15,0.9,-0.0005079764057469571,lh,re-mwe-S32,32.0,2554.0,1.0,CC110606
2313,20.0,0.15,0.9,-0.0005079764057469571,rh,re-mwe-S32,32.0,2559.0,1.0,CC110606
2314,20.0,0.15,0.9,-0.00023249937622260575,lh,re-mwe-S32,32.0,2558.0,1.0,CC112141
2315,20.0,0.15,0.9,-0.00023249937622260575,rh,re-mwe-S32,32.0,2559.0,1.0,CC112141
2316,20.0,0.15,0.9,0.0020180609614943723,lh,re-mwe-S32,32.0,2558.0,1.0,CC120008
2317,20.0,0.15,0.9,0.0020180609614943723,rh,re-mwe-S32,32.0,2551.0,1.0,CC120008
2318,20.0,0.15,0.9,0.003479175229524123,lh,re-mwe-S32,32.0,2554.0,1.0,CC120049
2319,20.0,0.15,0.9,0.003479175229524123,rh,re-mwe-S32,32.0,2551.0,1.0,CC120049
2320,20.0,0.15,0.9,0.0016515201566038584,lh,re-mwe-S32,32.0,2553.0,1.0,CC120061
2321,20.0,0.15,0.9,0.0016515201566038584,rh,re-mwe-S32,32.0,2557.0,1.0,CC120061
2322,20.0,0.15,0.9,-0.0008811568008866288,lh,re-mwe-S32,32.0,2554.0,1.0,CC120120
2323,20.0,0.15,0.9,-0.0008811568008866288,rh,re-mwe-S32,32.0,2556.0,1.0,CC120120
2324,20.0,0.15,0.9,0.003833737401648718,lh,re-mwe-S32,32.0,2550.0,1.0,CC120166
2325,20.0,0.15,0.9,0.003833737401648718,rh,re-mwe-S32,32.0,2557.0,1.0,CC120166
2326,20.0,0.15,0.9,0.0014136922056161572,lh,re-mwe-S32,32.0,2550.0,1.0,CC120182
2327,20.0,0.15,0.9,0.0014136922056161572,rh,re-mwe-S32,32.0,2557.0,1.0,CC120182
2328,20.0,0.15,0.9,0.0019724443574046235,lh,re-mwe-S32,32.0,2553.0,1.0,CC120218
2329,20.0,0.15,0.9,0.0019724443574046235,rh,re-mwe-S32,32.0,2554.0,1.0,CC120218
2330,20.0,0.15,0.9,-0.0017018621663023037,lh,re-mwe-S32,32.0,2559.0,1.0,CC120264
2331,20.0,0.15,0.9,-0.0017018621663023037,rh,re-mwe-S32,32.0,2554.0,1.0,CC120264
2332,20.0,0.15,0.9,0.0011998312096588304,lh,re-mwe-S32,32.0,2557.0,1.0,CC120309
2333,20.0,0.15,0.9,0.0011998312096588304,rh,re-mwe-S32,32.0,2555.0,1.0,CC120309
2334,20.0,0.15,0.9,0.0011577635736222947,lh,re-mwe-S32,32.0,2546.0,1.0,CC120313
2335,20.0,0.15,0.9,0.0011577635736222947,rh,re-mwe-S32,32.0,2551.0,1.0,CC120313
2336,20.0,0.15,0.9,0.0023245812520846787,lh,re-mwe-S32,32.0,2558.0,1.0,CC120319
2337,20.0,0.15,0.9,0.0023245812520846787,rh,re-mwe-S32,32.0,2558.0,1.0,CC120319
2338,20.0,0.15,0.9,0.001645823909404709,lh,re-mwe-S32,32.0,2559.0,1.0,CC120376
2339,20.0,0.15,0.9,0.001645823909404709,rh,re-mwe-S32,32.0,2559.0,1.0,CC120376
2340,20.0,0.15,0.9,0.0039880711023772,lh,re-mwe-S32,32.0,2557.0,1.0,CC120469
2341,20.0,0.15,0.9,0.0039880711023772,rh,re-mwe-S32,32.0,2556.0,1.0,CC120469
2342,20.0,0.15,0.9,0.004174725121459555,lh,re-mwe-S32,32.0,2558.0,1.0,CC120550
2343,20.0,0.15,0.9,0.004174725121459555,rh,re-mwe-S32,32.0,2556.0,1.0,CC120550
2344,20.0,0.15,0.9,0.0002472125168370143,lh,re-mwe-S32,32.0,2558.0,1.0,CC120640
2345,20.0,0.15,0.9,0.0002472125168370143,rh,re-mwe-S32,32.0,2548.0,1.0,CC120640
2346,20.0,0.15,0.9,0.003454886853426875,lh,re-mwe-S32,32.0,2558.0,1.0,CC120727
2347,20.0,0.15,0.9,0.003454886853426875,rh,re-mwe-S32,32.0,2558.0,1.0,CC120727
2348,20.0,0.15,0.9,-0.00010380250969577176,lh,re-mwe-S32,32.0,2557.0,1.0,CC120795
2349,20.0,0.15,0.9,-0.00010380250969577176,rh,re-mwe-S32,32.0,2556.0,1.0,CC120795
2350,20.0,0.15,0.9,0.0006368861690565497,lh,re-mwe-S32,32.0,2558.0,1.0,CC121106
2351,20.0,0.15,0.9,0.0006368861690565497,rh,re-mwe-S32,32.0,2551.0,1.0,CC121106
2352,20.0,0.15,0.9,9.095913433698755e-05,lh,re-mwe-S32,32.0,2558.0,1.0,CC121111
2353,20.0,0.15,0.9,9.095913433698755e-05,rh,re-mwe-S32,32.0,2551.0,1.0,CC121111
2354,20.0,0.15,0.9,0.00015683117565734594,lh,re-mwe-S32,32.0,2555.0,1.0,CC121144
2355,20.0,0.15,0.9,0.00015683117565734594,rh,re-mwe-S32,32.0,2553.0,1.0,CC121144
2356,20.0,0.15,0.9,0.0016067805261926749,lh,re-mwe-S32,32.0,2553.0,1.0,CC121411
2357,20.0,0.15,0.9,0.0016067805261926749,rh,re-mwe-S32,32.0,2557.0,1.0,CC121411
2358,20.0,0.15,0.9,0.000709654967892881,lh,re-mwe-S32,32.0,2554.0,1.0,CC121428
2359,20.0,0.15,0.9,0.000709654967892881,rh,re-mwe-S32,32.0,2557.0,1.0,CC121428
2360,20.0,0.15,0.9,0.0006222214912460222,lh,re-mwe-S32,32.0,2559.0,1.0,CC122172
2361,20.0,0.15,0.9,0.0006222214912460222,rh,re-mwe-S32,32.0,2553.0,1.0,CC122172
2362,20.0,0.15,0.9,0.0031842558287593636,lh,re-mwe-S32,32.0,2555.0,1.0,CC210519
2363,20.0,0.15,0.9,0.0031842558287593636,rh,re-mwe-S32,32.0,2552.0,1.0,CC210519
2364,20.0,0.15,0.9,0.003473651804089095,lh,re-mwe-S32,32.0,2560.0,1.0,CC220526
2365,20.0,0.15,0.9,0.003473651804089095,rh,re-mwe-S32,32.0,2562.0,1.0,CC220526
2366,20.0,0.15,0.9,0.0030834598907808486,lh,re-mwe-S32,32.0,2552.0,1.0,CC221373
2367,20.0,0.15,0.9,0.0030834598907808486,rh,re-mwe-S32,32.0,2556.0,1.0,CC221373
2368,4.0,0.15,0.9,0.9891456695416639,lh,re-mwe-S32,32.0,2562.0,1.0,CC110033
2369,4.0,0.15,0.9,0.9891456695416639,rh,re-mwe-S32,32.0,2562.0,1.0,CC110033
2370,4.0,0.15,0.9,0.9975323143389248,lh,re-mwe-S32,32.0,2562.0,1.0,CC110101
2371,4.0,0.15,0.9,0.9975323143389248,rh,re-mwe-S32,32.0,2562.0,1.0,CC110101
2372,4.0,0.15,0.9,0.9969522426346143,lh,re-mwe-S32,32.0,2562.0,1.0,CC110187
2373,4.0,0.15,0.9,0.9969522426346143,rh,re-mwe-S32,32.0,2562.0,1.0,CC110187
2374,4.0,0.15,0.9,0.9923793859617668,lh,re-mwe-S32,32.0,2562.0,1.0,CC110411
2375,4.0,0.15,0.9,0.9923793859617668,rh,re-mwe-S32,32.0,2562.0,1.0,CC110411
2376,4.0,0.15,0.9,0.9931403011019767,lh,re-mwe-S32,32.0,2562.0,1.0,CC110606
2377,4.0,0.15,0.9,0.9931403011019767,rh,re-mwe-S32,32.0,2562.0,1.0,CC110606
2378,4.0,0.15,0.9,0.9894430796527698,lh,re-mwe-S32,32.0,2562.0,1.0,CC112141
2379,4.0,0.15,0.9,0.9894430796527698,rh,re-mwe-S32,32.0,2562.0,1.0,CC112141
2380,4.0,0.15,0.9,0.995205839177287,lh,re-mwe-S32,32.0,2562.0,1.0,CC120008
2381,4.0,0.15,0.9,0.995205839177287,rh,re-mwe-S32,32.0,2562.0,1.0,CC120008
2382,4.0,0.15,0.9,0.9979966358021368,lh,re-mwe-S32,32.0,2562.0,1.0,CC120049
2383,4.0,0.15,0.9,0.9979966358021368,rh,re-mwe-S32,32.0,2562.0,1.0,CC120049
2384,4.0,0.15,0.9,0.9891129161910649,lh,re-mwe-S32,32.0,2562.0,1.0,CC120061
2385,4.0,0.15,0.9,0.9891129161910649,rh,re-mwe-S32,32.0,2562.0,1.0,CC120061
2386,4.0,0.15,0.9,0.995665459825029,lh,re-mwe-S32,32.0,2562.0,1.0,CC120120
2387,4.0,0.15,0.9,0.995665459825029,rh,re-mwe-S32,32.0,2562.0,1.0,CC120120
2388,4.0,0.15,0.9,0.9907322164123608,lh,re-mwe-S32,32.0,2562.0,1.0,CC120166
2389,4.0,0.15,0.9,0.9907322164123608,rh,re-mwe-S32,32.0,2562.0,1.0,CC120166
2390,4.0,0.15,0.9,0.9985305868033201,lh,re-mwe-S32,32.0,2562.0,1.0,CC120182
2391,4.0,0.15,0.9,0.9985305868033201,rh,re-mwe-S32,32.0,2562.0,1.0,CC120182
2392,4.0,0.15,0.9,0.9772343313984417,lh,re-mwe-S32,32.0,2562.0,1.0,CC120218
2393,4.0,0.15,0.9,0.9772343313984417,rh,re-mwe-S32,32.0,2562.0,1.0,CC120218
2394,4.0,0.15,0.9,0.9985528203738885,lh,re-mwe-S32,32.0,2562.0,1.0,CC120264
2395,4.0,0.15,0.9,0.9985528203738885,rh,re-mwe-S32,32.0,2562.0,1.0,CC120264
2396,4.0,0.15,0.9,0.9892065321363761,lh,re-mwe-S32,32.0,2562.0,1.0,CC120309
2397,4.0,0.15,0.9,0.9892065321363761,rh,re-mwe-S32,32.0,2562.0,1.0,CC120309
2398,4.0,0.15,0.9,0.9975579378610546,lh,re-mwe-S32,32.0,2562.0,1.0,CC120313
2399,4.0,0.15,0.9,0.9975579378610546,rh,re-mwe-S32,32.0,2562.0,1.0,CC120313
2400,4.0,0.15,0.9,0.9958191596828451,lh,re-mwe-S32,32.0,2562.0,1.0,CC120319
2401,4.0,0.15,0.9,0.9958191596828451,rh,re-mwe-S32,32.0,2562.0,1.0,CC120319
2402,4.0,0.15,0.9,0.9808601019161334,lh,re-mwe-S32,32.0,2562.0,1.0,CC120376
2403,4.0,0.15,0.9,0.9808601019161334,rh,re-mwe-S32,32.0,2562.0,1.0,CC120376
2404,4.0,0.15,0.9,0.9944946775408168,lh,re-mwe-S32,32.0,2562.0,1.0,CC120469
2405,4.0,0.15,0.9,0.9944946775408168,rh,re-mwe-S32,32.0,2562.0,1.0,CC120469
2406,4.0,0.15,0.9,0.9873318798180213,lh,re-mwe-S32,32.0,2562.0,1.0,CC120550
2407,4.0,0.15,0.9,0.9873318798180213,rh,re-mwe-S32,32.0,2562.0,1.0,CC120550
2408,4.0,0.15,0.9,0.9932174972810164,lh,re-mwe-S32,32.0,2562.0,1.0,CC120640
2409,4.0,0.15,0.9,0.9932174972810164,rh,re-mwe-S32,32.0,2562.0,1.0,CC120640
2410,4.0,0.15,0.9,0.9945796995273627,lh,re-mwe-S32,32.0,2562.0,1.0,CC120727
2411,4.0,0.15,0.9,0.9945796995273627,rh,re-mwe-S32,32.0,2562.0,1.0,CC120727
2412,4.0,0.15,0.9,0.9902129622768077,lh,re-mwe-S32,32.0,2562.0,1.0,CC120795
2413,4.0,0.15,0.9,0.9902129622768077,rh,re-mwe-S32,32.0,2562.0,1.0,CC120795
2414,4.0,0.15,0.9,0.9965122882434453,lh,re-mwe-S32,32.0,2562.0,1.0,CC121106
2415,4.0,0.15,0.9,0.9965122882434453,rh,re-mwe-S32,32.0,2562.0,1.0,CC121106
2416,4.0,0.15,0.9,0.9752740607543117,lh,re-mwe-S32,32.0,2562.0,1.0,CC121111
2417,4.0,0.15,0.9,0.9752740607543117,rh,re-mwe-S32,32.0,2562.0,1.0,CC121111
2418,4.0,0.15,0.9,0.9969015628530064,lh,re-mwe-S32,32.0,2562.0,1.0,CC121144
2419,4.0,0.15,0.9,0.9969015628530064,rh,re-mwe-S32,32.0,2562.0,1.0,CC121144
2420,4.0,0.15,0.9,0.9765104407563922,lh,re-mwe-S32,32.0,2562.0,1.0,CC121411
2421,4.0,0.15,0.9,0.9765104407563922,rh,re-mwe-S32,32.0,2562.0,1.0,CC121411
2422,4.0,0.15,0.9,0.9965046095708595,lh,re-mwe-S32,32.0,2562.0,1.0,CC121428
2423,4.0,0.15,0.9,0.9965046095708595,rh,re-mwe-S32,32.0,2562.0,1.0,CC121428
2424,4.0,0.15,0.9,0.9946411858254853,lh,re-mwe-S32,32.0,2562.0,1.0,CC122172
2425,4.0,0.15,0.9,0.9946411858254853,rh,re-mwe-S32,32.0,2562.0,1.0,CC122172
2426,4.0,0.15,0.9,0.9932223783835339,lh,re-mwe-S32,32.0,2562.0,1.0,CC210519
2427,4.0,0.15,0.9,0.9932223783835339,rh,re-mwe-S32,32.0,2562.0,1.0,CC210519
2428,4.0,0.15,0.9,0.9908357362002773,lh,re-mwe-S32,32.0,2562.0,1.0,CC220526
2429,4.0,0.15,0.9,0.9908357362002773,rh,re-mwe-S32,32.0,2562.0,1.0,CC220526
2430,4.0,0.15,0.9,0.989408376523968,lh,re-mwe-S32,32.0,2562.0,1.0,CC221373
2431,4.0,0.15,0.9,0.989408376523968,rh,re-mwe-S32,32.0,2562.0,1.0,CC221373
2432,5.0,0.15,0.9,0.9858578999633408,lh,re-mwe-S32,32.0,2562.0,1.0,CC110033
2433,5.0,0.15,0.9,0.9858578999633408,rh,re-mwe-S32,32.0,2562.0,1.0,CC110033
2434,5.0,0.15,0.9,0.99622832921512,lh,re-mwe-S32,32.0,2562.0,1.0,CC110101
2435,5.0,0.15,0.9,0.99622832921512,rh,re-mwe-S32,32.0,2562.0,1.0,CC110101
2436,5.0,0.15,0.9,0.9954157243395653,lh,re-mwe-S32,32.0,2562.0,1.0,CC110187
2437,5.0,0.15,0.9,0.9954157243395653,rh,re-mwe-S32,32.0,2562.0,1.0,CC110187
2438,5.0,0.15,0.9,0.9894936757080243,lh,re-mwe-S32,32.0,2562.0,1.0,CC110411
2439,5.0,0.15,0.9,0.9894936757080243,rh,re-mwe-S32,32.0,2562.0,1.0,CC110411
2440,5.0,0.15,0.9,0.9889686877599199,lh,re-mwe-S32,32.0,2562.0,1.0,CC110606
2441,5.0,0.15,0.9,0.9889686877599199,rh,re-mwe-S32,32.0,2562.0,1.0,CC110606
2442,5.0,0.15,0.9,0.9857852931452368,lh,re-mwe-S32,32.0,2562.0,1.0,CC112141
2443,5.0,0.15,0.9,0.9857852931452368,rh,re-mwe-S32,32.0,2562.0,1.0,CC112141
2444,5.0,0.15,0.9,0.993016329981975,lh,re-mwe-S32,32.0,2562.0,1.0,CC120008
2445,5.0,0.15,0.9,0.993016329981975,rh,re-mwe-S32,32.0,2562.0,1.0,CC120008
2446,5.0,0.15,0.9,0.9968590823682987,lh,re-mwe-S32,32.0,2562.0,1.0,CC120049
2447,5.0,0.15,0.9,0.9968590823682987,rh,re-mwe-S32,32.0,2562.0,1.0,CC120049
2448,5.0,0.15,0.9,0.9863358019408075,lh,re-mwe-S32,32.0,2562.0,1.0,CC120061
2449,5.0,0.15,0.9,0.9863358019408075,rh,re-mwe-S32,32.0,2562.0,1.0,CC120061
2450,5.0,0.15,0.9,0.9937042919835608,lh,re-mwe-S32,32.0,2562.0,1.0,CC120120
2451,5.0,0.15,0.9,0.9937042919835608,rh,re-mwe-S32,32.0,2562.0,1.0,CC120120
2452,5.0,0.15,0.9,0.9869821684858019,lh,re-mwe-S32,32.0,2562.0,1.0,CC120166
2453,5.0,0.15,0.9,0.9869821684858019,rh,re-mwe-S32,32.0,2562.0,1.0,CC120166
2454,5.0,0.15,0.9,0.9977170395589208,lh,re-mwe-S32,32.0,2562.0,1.0,CC120182
2455,5.0,0.15,0.9,0.9977170395589208,rh,re-mwe-S32,32.0,2562.0,1.0,CC120182
2456,5.0,0.15,0.9,0.9730694934078002,lh,re-mwe-S32,32.0,2562.0,1.0,CC120218
2457,5.0,0.15,0.9,0.9730694934078002,rh,re-mwe-S32,32.0,2562.0,1.0,CC120218
2458,5.0,0.15,0.9,0.9976206992708266,lh,re-mwe-S32,32.0,2562.0,1.0,CC120264
2459,5.0,0.15,0.9,0.9976206992708266,rh,re-mwe-S32,32.0,2562.0,1.0,CC120264
2460,5.0,0.15,0.9,0.9863551801523781,lh,re-mwe-S32,32.0,2562.0,1.0,CC120309
2461,5.0,0.15,0.9,0.9863551801523781,rh,re-mwe-S32,32.0,2562.0,1.0,CC120309
2462,5.0,0.15,0.9,0.9960204883589,lh,re-mwe-S32,32.0,2562.0,1.0,CC120313
2463,5.0,0.15,0.9,0.9960204883589,rh,re-mwe-S32,32.0,2562.0,1.0,CC120313
2464,5.0,0.15,0.9,0.9939066200662713,lh,re-mwe-S32,32.0,2562.0,1.0,CC120319
2465,5.0,0.15,0.9,0.9939066200662713,rh,re-mwe-S32,32.0,2562.0,1.0,CC120319
2466,5.0,0.15,0.9,0.976149885822754,lh,re-mwe-S32,32.0,2562.0,1.0,CC120376
2467,5.0,0.15,0.9,0.976149885822754,rh,re-mwe-S32,32.0,2562.0,1.0,CC120376
2468,5.0,0.15,0.9,0.9924564730571788,lh,re-mwe-S32,32.0,2562.0,1.0,CC120469
2469,5.0,0.15,0.9,0.9924564730571788,rh,re-mwe-S32,32.0,2562.0,1.0,CC120469
2470,5.0,0.15,0.9,0.9835874459596883,lh,re-mwe-S32,32.0,2562.0,1.0,CC120550
2471,5.0,0.15,0.9,0.9835874459596883,rh,re-mwe-S32,32.0,2562.0,1.0,CC120550
2472,5.0,0.15,0.9,0.9902810594438342,lh,re-mwe-S32,32.0,2562.0,1.0,CC120640
2473,5.0,0.15,0.9,0.9902810594438342,rh,re-mwe-S32,32.0,2562.0,1.0,CC120640
2474,5.0,0.15,0.9,0.9924932592773676,lh,re-mwe-S32,32.0,2562.0,1.0,CC120727
2475,5.0,0.15,0.9,0.9924932592773676,rh,re-mwe-S32,32.0,2562.0,1.0,CC120727
2476,5.0,0.15,0.9,0.9855268476881053,lh,re-mwe-S32,32.0,2562.0,1.0,CC120795
2477,5.0,0.15,0.9,0.9855268476881053,rh,re-mwe-S32,32.0,2562.0,1.0,CC120795
2478,5.0,0.15,0.9,0.9950632920821999,lh,re-mwe-S32,32.0,2562.0,1.0,CC121106
2479,5.0,0.15,0.9,0.9950632920821999,rh,re-mwe-S32,32.0,2562.0,1.0,CC121106
2480,5.0,0.15,0.9,0.9692545520378663,lh,re-mwe-S32,32.0,2562.0,1.0,CC121111
2481,5.0,0.15,0.9,0.9692545520378663,rh,re-mwe-S32,32.0,2562.0,1.0,CC121111
2482,5.0,0.15,0.9,0.9954862911909151,lh,re-mwe-S32,32.0,2562.0,1.0,CC121144
2483,5.0,0.15,0.9,0.9954862911909151,rh,re-mwe-S32,32.0,2562.0,1.0,CC121144
2484,5.0,0.15,0.9,0.9736458469625948,lh,re-mwe-S32,32.0,2562.0,1.0,CC121411
2485,5.0,0.15,0.9,0.9736458469625948,rh,re-mwe-S32,32.0,2562.0,1.0,CC121411
2486,5.0,0.15,0.9,0.9942195771193517,lh,re-mwe-S32,32.0,2562.0,1.0,CC121428
2487,5.0,0.15,0.9,0.9942195771193517,rh,re-mwe-S32,32.0,2562.0,1.0,CC121428
2488,5.0,0.15,0.9,0.99290826650048,lh,re-mwe-S32,32.0,2562.0,1.0,CC122172
2489,5.0,0.15,0.9,0.99290826650048,rh,re-mwe-S32,32.0,2562.0,1.0,CC122172
2490,5.0,0.15,0.9,0.9907298812204423,lh,re-mwe-S32,32.0,2562.0,1.0,CC210519
2491,5.0,0.15,0.9,0.9907298812204423,rh,re-mwe-S32,32.0,2562.0,1.0,CC210519
2492,5.0,0.15,0.9,0.9856336571423878,lh,re-mwe-S32,32.0,2562.0,1.0,CC220526
2493,5.0,0.15,0.9,0.9856336571423878,rh,re-mwe-S32,32.0,2562.0,1.0,CC220526
2494,5.0,0.15,0.9,0.9870410743867049,lh,re-mwe-S32,32.0,2562.0,1.0,CC221373
2495,5.0,0.15,0.9,0.9870410743867049,rh,re-mwe-S32,32.0,2562.0,1.0,CC221373
2496,10.0,0.1,0.9,0.004175992248784954,lh,re-mwe-S32,32.0,2552.0,1.0,CC110033
2497,10.0,0.1,0.9,0.004175992248784954,rh,re-mwe-S32,32.0,2557.0,1.0,CC110033
2498,10.0,0.1,0.9,0.0025157733969769502,lh,re-mwe-S32,32.0,2555.0,1.0,CC110101
2499,10.0,0.1,0.9,0.0025157733969769502,rh,re-mwe-S32,32.0,2553.0,1.0,CC110101
