,alpha,beta,depth,gof,hemi,model,n_tasks,ns,power,subject
746,7.0,0.3,0.9,0.004915523267195243,lh,mwe-S32,32.0,2561.0,1.0,CC120727
747,7.0,0.3,0.9,0.004915523267195243,rh,mwe-S32,32.0,2562.0,1.0,CC120727
748,7.0,0.3,0.9,0.001911096092404252,lh,mwe-S32,32.0,2561.0,1.0,CC120795
749,7.0,0.3,0.9,0.001911096092404252,rh,mwe-S32,32.0,2561.0,1.0,CC120795
750,7.0,0.3,0.9,0.005126909200544039,lh,mwe-S32,32.0,2560.0,1.0,CC121106
751,7.0,0.3,0.9,0.005126909200544039,rh,mwe-S32,32.0,2560.0,1.0,CC121106
752,7.0,0.3,0.9,0.001202790208777893,lh,mwe-S32,32.0,2561.0,1.0,CC121111
753,7.0,0.3,0.9,0.001202790208777893,rh,mwe-S32,32.0,2560.0,1.0,CC121111
754,7.0,0.3,0.9,0.002643338961145436,lh,mwe-S32,32.0,2561.0,1.0,CC121144
755,7.0,0.3,0.9,0.002643338961145436,rh,mwe-S32,32.0,2561.0,1.0,CC121144
756,7.0,0.3,0.9,0.004109821026781479,lh,mwe-S32,32.0,2562.0,1.0,CC121411
757,7.0,0.3,0.9,0.004109821026781479,rh,mwe-S32,32.0,2562.0,1.0,CC121411
758,7.0,0.3,0.9,0.00147733251184623,lh,mwe-S32,32.0,2561.0,1.0,CC121428
759,7.0,0.3,0.9,0.00147733251184623,rh,mwe-S32,32.0,2562.0,1.0,CC121428
760,7.0,0.3,0.9,0.003271160004351792,lh,mwe-S32,32.0,2560.0,1.0,CC122172
761,7.0,0.3,0.9,0.003271160004351792,rh,mwe-S32,32.0,2562.0,1.0,CC122172
762,7.0,0.3,0.9,0.008209134621837588,lh,mwe-S32,32.0,2560.0,1.0,CC210519
763,7.0,0.3,0.9,0.008209134621837588,rh,mwe-S32,32.0,2561.0,1.0,CC210519
764,7.0,0.3,0.9,0.0035015973026488734,lh,mwe-S32,32.0,2561.0,1.0,CC220526
765,7.0,0.3,0.9,0.0035015973026488734,rh,mwe-S32,32.0,2561.0,1.0,CC220526
766,7.0,0.3,0.9,0.00477781560186219,lh,mwe-S32,32.0,2561.0,1.0,CC221373
767,7.0,0.3,0.9,0.00477781560186219,rh,mwe-S32,32.0,2562.0,1.0,CC221373
768,2.0,0.2,0.9,0.9595965675265214,lh,mwe-S32,32.0,2562.0,1.0,CC110033
769,2.0,0.2,0.9,0.9595965675265214,rh,mwe-S32,32.0,2562.0,1.0,CC110033
770,2.0,0.2,0.9,0.9700798428206137,lh,mwe-S32,32.0,2562.0,1.0,CC110101
771,2.0,0.2,0.9,0.9700798428206137,rh,mwe-S32,32.0,2562.0,1.0,CC110101
772,2.0,0.2,0.9,0.9761570225861808,lh,mwe-S32,32.0,2562.0,1.0,CC110187
773,2.0,0.2,0.9,0.9761570225861808,rh,mwe-S32,32.0,2562.0,1.0,CC110187
774,2.0,0.2,0.9,0.9683756525264947,lh,mwe-S32,32.0,2562.0,1.0,CC110411
775,2.0,0.2,0.9,0.9683756525264947,rh,mwe-S32,32.0,2562.0,1.0,CC110411
776,2.0,0.2,0.9,0.9288257001810566,lh,mwe-S32,32.0,2562.0,1.0,CC110606
777,2.0,0.2,0.9,0.9288257001810566,rh,mwe-S32,32.0,2562.0,1.0,CC110606
778,2.0,0.2,0.9,0.9628257643894165,lh,mwe-S32,32.0,2562.0,1.0,CC112141
779,2.0,0.2,0.9,0.9628257643894165,rh,mwe-S32,32.0,2562.0,1.0,CC112141
780,2.0,0.2,0.9,0.963624794876358,lh,mwe-S32,32.0,2562.0,1.0,CC120008
781,2.0,0.2,0.9,0.963624794876358,rh,mwe-S32,32.0,2562.0,1.0,CC120008
782,2.0,0.2,0.9,0.9761047281385347,lh,mwe-S32,32.0,2562.0,1.0,CC120049
783,2.0,0.2,0.9,0.9761047281385347,rh,mwe-S32,32.0,2562.0,1.0,CC120049
784,2.0,0.2,0.9,0.9645712819959088,lh,mwe-S32,32.0,2562.0,1.0,CC120061
785,2.0,0.2,0.9,0.9645712819959088,rh,mwe-S32,32.0,2562.0,1.0,CC120061
786,2.0,0.2,0.9,0.9746593556023302,lh,mwe-S32,32.0,2562.0,1.0,CC120120
787,2.0,0.2,0.9,0.9746593556023302,rh,mwe-S32,32.0,2562.0,1.0,CC120120
788,2.0,0.2,0.9,0.9648197038673727,lh,mwe-S32,32.0,2561.0,1.0,CC120166
789,2.0,0.2,0.9,0.9648197038673727,rh,mwe-S32,32.0,2562.0,1.0,CC120166
790,2.0,0.2,0.9,0.9732829157049419,lh,mwe-S32,32.0,2562.0,1.0,CC120182
791,2.0,0.2,0.9,0.9732829157049419,rh,mwe-S32,32.0,2562.0,1.0,CC120182
792,2.0,0.2,0.9,0.9332710798174485,lh,mwe-S32,32.0,2562.0,1.0,CC120218
793,2.0,0.2,0.9,0.9332710798174485,rh,mwe-S32,32.0,2562.0,1.0,CC120218
794,2.0,0.2,0.9,0.9783716898451766,lh,mwe-S32,32.0,2562.0,1.0,CC120264
795,2.0,0.2,0.9,0.9783716898451766,rh,mwe-S32,32.0,2562.0,1.0,CC120264
796,2.0,0.2,0.9,0.9502100386139954,lh,mwe-S32,32.0,2562.0,1.0,CC120309
797,2.0,0.2,0.9,0.9502100386139954,rh,mwe-S32,32.0,2562.0,1.0,CC120309
798,2.0,0.2,0.9,0.9827567347932484,lh,mwe-S32,32.0,2562.0,1.0,CC120313
799,2.0,0.2,0.9,0.9827567347932484,rh,mwe-S32,32.0,2562.0,1.0,CC120313
800,2.0,0.2,0.9,0.9759504483269961,lh,mwe-S32,32.0,2562.0,1.0,CC120319
801,2.0,0.2,0.9,0.9759504483269961,rh,mwe-S32,32.0,2562.0,1.0,CC120319
802,2.0,0.2,0.9,0.9381481827782607,lh,mwe-S32,32.0,2562.0,1.0,CC120376
803,2.0,0.2,0.9,0.9381481827782607,rh,mwe-S32,32.0,2562.0,1.0,CC120376
804,2.0,0.2,0.9,0.9718223767905859,lh,mwe-S32,32.0,2562.0,1.0,CC120469
805,2.0,0.2,0.9,0.9718223767905859,rh,mwe-S32,32.0,2562.0,1.0,CC120469
806,2.0,0.2,0.9,0.947946088195849,lh,mwe-S32,32.0,2562.0,1.0,CC120550
807,2.0,0.2,0.9,0.947946088195849,rh,mwe-S32,32.0,2562.0,1.0,CC120550
808,2.0,0.2,0.9,0.958893675710747,lh,mwe-S32,32.0,2562.0,1.0,CC120640
809,2.0,0.2,0.9,0.958893675710747,rh,mwe-S32,32.0,2562.0,1.0,CC120640
810,2.0,0.2,0.9,0.9661876541337852,lh,mwe-S32,32.0,2562.0,1.0,CC120727
811,2.0,0.2,0.9,0.9661876541337852,rh,mwe-S32,32.0,2562.0,1.0,CC120727
812,2.0,0.2,0.9,0.9475513884356025,lh,mwe-S32,32.0,2562.0,1.0,CC120795
813,2.0,0.2,0.9,0.9475513884356025,rh,mwe-S32,32.0,2562.0,1.0,CC120795
814,2.0,0.2,0.9,0.9846919832189697,lh,mwe-S32,32.0,2562.0,1.0,CC121106
815,2.0,0.2,0.9,0.9846919832189697,rh,mwe-S32,32.0,2562.0,1.0,CC121106
816,2.0,0.2,0.9,0.91893477660225,lh,mwe-S32,32.0,2562.0,1.0,CC121111
817,2.0,0.2,0.9,0.91893477660225,rh,mwe-S32,32.0,2562.0,1.0,CC121111
818,2.0,0.2,0.9,0.9783943810039564,lh,mwe-S32,32.0,2562.0,1.0,CC121144
819,2.0,0.2,0.9,0.9783943810039564,rh,mwe-S32,32.0,2562.0,1.0,CC121144
820,2.0,0.2,0.9,0.9534669720806201,lh,mwe-S32,32.0,2562.0,1.0,CC121411
821,2.0,0.2,0.9,0.9534669720806201,rh,mwe-S32,32.0,2562.0,1.0,CC121411
822,2.0,0.2,0.9,0.9771677503432712,lh,mwe-S32,32.0,2562.0,1.0,CC121428
823,2.0,0.2,0.9,0.9771677503432712,rh,mwe-S32,32.0,2562.0,1.0,CC121428
824,2.0,0.2,0.9,0.968642516009394,lh,mwe-S32,32.0,2562.0,1.0,CC122172
825,2.0,0.2,0.9,0.968642516009394,rh,mwe-S32,32.0,2562.0,1.0,CC122172
826,2.0,0.2,0.9,0.9700756668642521,lh,mwe-S32,32.0,2562.0,1.0,CC210519
827,2.0,0.2,0.9,0.9700756668642521,rh,mwe-S32,32.0,2562.0,1.0,CC210519
828,2.0,0.2,0.9,0.9194143906853313,lh,mwe-S32,32.0,2562.0,1.0,CC220526
829,2.0,0.2,0.9,0.9194143906853313,rh,mwe-S32,32.0,2562.0,1.0,CC220526
830,2.0,0.2,0.9,0.9613442555808233,lh,mwe-S32,32.0,2562.0,1.0,CC221373
831,2.0,0.2,0.9,0.9613442555808233,rh,mwe-S32,32.0,2562.0,1.0,CC221373
832,3.0,0.2,0.9,0.9749775724486797,lh,mwe-S32,32.0,2562.0,1.0,CC110033
833,3.0,0.2,0.9,0.9749775724486797,rh,mwe-S32,32.0,2562.0,1.0,CC110033
834,3.0,0.2,0.9,0.9863619124475431,lh,mwe-S32,32.0,2562.0,1.0,CC110101
835,3.0,0.2,0.9,0.9863619124475431,rh,mwe-S32,32.0,2562.0,1.0,CC110101
836,3.0,0.2,0.9,0.987573284052682,lh,mwe-S32,32.0,2562.0,1.0,CC110187
837,3.0,0.2,0.9,0.987573284052682,rh,mwe-S32,32.0,2562.0,1.0,CC110187
838,3.0,0.2,0.9,0.9780560259699195,lh,mwe-S32,32.0,2562.0,1.0,CC110411
839,3.0,0.2,0.9,0.9780560259699195,rh,mwe-S32,32.0,2562.0,1.0,CC110411
840,3.0,0.2,0.9,0.964079916554148,lh,mwe-S32,32.0,2562.0,1.0,CC110606
841,3.0,0.2,0.9,0.964079916554148,rh,mwe-S32,32.0,2562.0,1.0,CC110606
842,3.0,0.2,0.9,0.972234036660603,lh,mwe-S32,32.0,2562.0,1.0,CC112141
843,3.0,0.2,0.9,0.972234036660603,rh,mwe-S32,32.0,2562.0,1.0,CC112141
844,3.0,0.2,0.9,0.9808201408553407,lh,mwe-S32,32.0,2562.0,1.0,CC120008
845,3.0,0.2,0.9,0.9808201408553407,rh,mwe-S32,32.0,2562.0,1.0,CC120008
846,3.0,0.2,0.9,0.9893834249456284,lh,mwe-S32,32.0,2562.0,1.0,CC120049
847,3.0,0.2,0.9,0.9893834249456284,rh,mwe-S32,32.0,2562.0,1.0,CC120049
848,3.0,0.2,0.9,0.9789233570873843,lh,mwe-S32,32.0,2562.0,1.0,CC120061
849,3.0,0.2,0.9,0.9789233570873843,rh,mwe-S32,32.0,2562.0,1.0,CC120061
850,3.0,0.2,0.9,0.9852626377489819,lh,mwe-S32,32.0,2562.0,1.0,CC120120
851,3.0,0.2,0.9,0.9852626377489819,rh,mwe-S32,32.0,2562.0,1.0,CC120120
852,3.0,0.2,0.9,0.9749588170422967,lh,mwe-S32,32.0,2562.0,1.0,CC120166
853,3.0,0.2,0.9,0.9749588170422967,rh,mwe-S32,32.0,2562.0,1.0,CC120166
854,3.0,0.2,0.9,0.9887306542904486,lh,mwe-S32,32.0,2562.0,1.0,CC120182
855,3.0,0.2,0.9,0.9887306542904486,rh,mwe-S32,32.0,2562.0,1.0,CC120182
856,3.0,0.2,0.9,0.9562749617045095,lh,mwe-S32,32.0,2562.0,1.0,CC120218
857,3.0,0.2,0.9,0.9562749617045095,rh,mwe-S32,32.0,2562.0,1.0,CC120218
858,3.0,0.2,0.9,0.9903171329390241,lh,mwe-S32,32.0,2562.0,1.0,CC120264
859,3.0,0.2,0.9,0.9903171329390241,rh,mwe-S32,32.0,2562.0,1.0,CC120264
860,3.0,0.2,0.9,0.9733129443819749,lh,mwe-S32,32.0,2562.0,1.0,CC120309
861,3.0,0.2,0.9,0.9733129443819749,rh,mwe-S32,32.0,2562.0,1.0,CC120309
862,3.0,0.2,0.9,0.9902938908556088,lh,mwe-S32,32.0,2562.0,1.0,CC120313
863,3.0,0.2,0.9,0.9902938908556088,rh,mwe-S32,32.0,2562.0,1.0,CC120313
864,3.0,0.2,0.9,0.9858854995422666,lh,mwe-S32,32.0,2562.0,1.0,CC120319
865,3.0,0.2,0.9,0.9858854995422666,rh,mwe-S32,32.0,2562.0,1.0,CC120319
866,3.0,0.2,0.9,0.9601814975253821,lh,mwe-S32,32.0,2562.0,1.0,CC120376
867,3.0,0.2,0.9,0.9601814975253821,rh,mwe-S32,32.0,2562.0,1.0,CC120376
868,3.0,0.2,0.9,0.9827391829514633,lh,mwe-S32,32.0,2562.0,1.0,CC120469
869,3.0,0.2,0.9,0.9827391829514633,rh,mwe-S32,32.0,2562.0,1.0,CC120469
870,3.0,0.2,0.9,0.9679944939095668,lh,mwe-S32,32.0,2562.0,1.0,CC120550
871,3.0,0.2,0.9,0.9679944939095668,rh,mwe-S32,32.0,2562.0,1.0,CC120550
872,3.0,0.2,0.9,0.977532684364311,lh,mwe-S32,32.0,2562.0,1.0,CC120640
873,3.0,0.2,0.9,0.977532684364311,rh,mwe-S32,32.0,2562.0,1.0,CC120640
874,3.0,0.2,0.9,0.9817672413986192,lh,mwe-S32,32.0,2562.0,1.0,CC120727
875,3.0,0.2,0.9,0.9817672413986192,rh,mwe-S32,32.0,2562.0,1.0,CC120727
876,3.0,0.2,0.9,0.968821147004229,lh,mwe-S32,32.0,2562.0,1.0,CC120795
877,3.0,0.2,0.9,0.968821147004229,rh,mwe-S32,32.0,2562.0,1.0,CC120795
878,3.0,0.2,0.9,0.9885670333999964,lh,mwe-S32,32.0,2562.0,1.0,CC121106
879,3.0,0.2,0.9,0.9885670333999964,rh,mwe-S32,32.0,2562.0,1.0,CC121106
880,3.0,0.2,0.9,0.9457504738778141,lh,mwe-S32,32.0,2562.0,1.0,CC121111
881,3.0,0.2,0.9,0.9457504738778141,rh,mwe-S32,32.0,2562.0,1.0,CC121111
882,3.0,0.2,0.9,0.9881527545954315,lh,mwe-S32,32.0,2562.0,1.0,CC121144
883,3.0,0.2,0.9,0.9881527545954315,rh,mwe-S32,32.0,2562.0,1.0,CC121144
884,3.0,0.2,0.9,0.9646833795650669,lh,mwe-S32,32.0,2561.0,1.0,CC121411
885,3.0,0.2,0.9,0.9646833795650669,rh,mwe-S32,32.0,2562.0,1.0,CC121411
886,3.0,0.2,0.9,0.9871955996161287,lh,mwe-S32,32.0,2562.0,1.0,CC121428
887,3.0,0.2,0.9,0.9871955996161287,rh,mwe-S32,32.0,2562.0,1.0,CC121428
888,3.0,0.2,0.9,0.982678913421088,lh,mwe-S32,32.0,2562.0,1.0,CC122172
889,3.0,0.2,0.9,0.982678913421088,rh,mwe-S32,32.0,2562.0,1.0,CC122172
890,3.0,0.2,0.9,0.9807189018330781,lh,mwe-S32,32.0,2562.0,1.0,CC210519
891,3.0,0.2,0.9,0.9807189018330781,rh,mwe-S32,32.0,2562.0,1.0,CC210519
892,3.0,0.2,0.9,0.9569547264175172,lh,mwe-S32,32.0,2562.0,1.0,CC220526
893,3.0,0.2,0.9,0.9569547264175172,rh,mwe-S32,32.0,2562.0,1.0,CC220526
894,3.0,0.2,0.9,0.9773668666537584,lh,mwe-S32,32.0,2562.0,1.0,CC221373
895,3.0,0.2,0.9,0.9773668666537584,rh,mwe-S32,32.0,2562.0,1.0,CC221373
896,4.0,0.3,0.9,0.8494287849369192,lh,mwe-S32,32.0,2561.0,1.0,CC110033
897,4.0,0.3,0.9,0.8494287849369192,rh,mwe-S32,32.0,2562.0,1.0,CC110033
898,4.0,0.3,0.9,0.8126716335167141,lh,mwe-S32,32.0,2561.0,1.0,CC110101
899,4.0,0.3,0.9,0.8126716335167141,rh,mwe-S32,32.0,2562.0,1.0,CC110101
900,4.0,0.3,0.9,0.8335942554592548,lh,mwe-S32,32.0,2562.0,1.0,CC110187
901,4.0,0.3,0.9,0.8335942554592548,rh,mwe-S32,32.0,2562.0,1.0,CC110187
902,4.0,0.3,0.9,0.8350234387683817,lh,mwe-S32,32.0,2562.0,1.0,CC110411
903,4.0,0.3,0.9,0.8350234387683817,rh,mwe-S32,32.0,2562.0,1.0,CC110411
904,4.0,0.3,0.9,0.6369967218667656,lh,mwe-S32,32.0,2561.0,1.0,CC110606
905,4.0,0.3,0.9,0.6369967218667656,rh,mwe-S32,32.0,2561.0,1.0,CC110606
906,4.0,0.3,0.9,0.8621252555774802,lh,mwe-S32,32.0,2562.0,1.0,CC112141
907,4.0,0.3,0.9,0.8621252555774802,rh,mwe-S32,32.0,2562.0,1.0,CC112141
908,4.0,0.3,0.9,0.8181857613888566,lh,mwe-S32,32.0,2562.0,1.0,CC120008
909,4.0,0.3,0.9,0.8181857613888566,rh,mwe-S32,32.0,2562.0,1.0,CC120008
910,4.0,0.3,0.9,0.8280772971803958,lh,mwe-S32,32.0,2562.0,1.0,CC120049
911,4.0,0.3,0.9,0.8280772971803958,rh,mwe-S32,32.0,2562.0,1.0,CC120049
912,4.0,0.3,0.9,0.7819934888907558,lh,mwe-S32,32.0,2562.0,1.0,CC120061
913,4.0,0.3,0.9,0.7819934888907558,rh,mwe-S32,32.0,2560.0,1.0,CC120061
914,4.0,0.3,0.9,0.863548865795666,lh,mwe-S32,32.0,2562.0,1.0,CC120120
915,4.0,0.3,0.9,0.863548865795666,rh,mwe-S32,32.0,2559.0,1.0,CC120120
916,4.0,0.3,0.9,0.7296422661138147,lh,mwe-S32,32.0,2562.0,1.0,CC120166
917,4.0,0.3,0.9,0.7296422661138147,rh,mwe-S32,32.0,2561.0,1.0,CC120166
918,4.0,0.3,0.9,0.8066937417818959,lh,mwe-S32,32.0,2562.0,1.0,CC120182
919,4.0,0.3,0.9,0.8066937417818959,rh,mwe-S32,32.0,2562.0,1.0,CC120182
920,4.0,0.3,0.9,0.7769831156013068,lh,mwe-S32,32.0,2561.0,1.0,CC120218
921,4.0,0.3,0.9,0.7769831156013068,rh,mwe-S32,32.0,2562.0,1.0,CC120218
922,4.0,0.3,0.9,0.7838452567281855,lh,mwe-S32,32.0,2562.0,1.0,CC120264
923,4.0,0.3,0.9,0.7838452567281855,rh,mwe-S32,32.0,2562.0,1.0,CC120264
924,4.0,0.3,0.9,0.7964475067657231,lh,mwe-S32,32.0,2562.0,1.0,CC120309
925,4.0,0.3,0.9,0.7964475067657231,rh,mwe-S32,32.0,2562.0,1.0,CC120309
926,4.0,0.3,0.9,0.8628031318662588,lh,mwe-S32,32.0,2545.0,1.0,CC120313
927,4.0,0.3,0.9,0.8628031318662588,rh,mwe-S32,32.0,2561.0,1.0,CC120313
928,4.0,0.3,0.9,0.8398907393555013,lh,mwe-S32,32.0,2562.0,1.0,CC120319
929,4.0,0.3,0.9,0.8398907393555013,rh,mwe-S32,32.0,2561.0,1.0,CC120319
930,4.0,0.3,0.9,0.8143558430270132,lh,mwe-S32,32.0,2560.0,1.0,CC120376
931,4.0,0.3,0.9,0.8143558430270132,rh,mwe-S32,32.0,2562.0,1.0,CC120376
932,4.0,0.3,0.9,0.8436427357594017,lh,mwe-S32,32.0,2562.0,1.0,CC120469
933,4.0,0.3,0.9,0.8436427357594017,rh,mwe-S32,32.0,2562.0,1.0,CC120469
934,4.0,0.3,0.9,0.8283780036168883,lh,mwe-S32,32.0,2561.0,1.0,CC120550
935,4.0,0.3,0.9,0.8283780036168883,rh,mwe-S32,32.0,2562.0,1.0,CC120550
936,4.0,0.3,0.9,0.8349234029283816,lh,mwe-S32,32.0,2562.0,1.0,CC120640
937,4.0,0.3,0.9,0.8349234029283816,rh,mwe-S32,32.0,2561.0,1.0,CC120640
938,4.0,0.3,0.9,0.7853454878011871,lh,mwe-S32,32.0,2562.0,1.0,CC120727
939,4.0,0.3,0.9,0.7853454878011871,rh,mwe-S32,32.0,2561.0,1.0,CC120727
940,4.0,0.3,0.9,0.7027561297785431,lh,mwe-S32,32.0,2562.0,1.0,CC120795
941,4.0,0.3,0.9,0.7027561297785431,rh,mwe-S32,32.0,2562.0,1.0,CC120795
942,4.0,0.3,0.9,0.8448796830545103,lh,mwe-S32,32.0,2558.0,1.0,CC121106
943,4.0,0.3,0.9,0.8448796830545103,rh,mwe-S32,32.0,2559.0,1.0,CC121106
944,4.0,0.3,0.9,0.7084890356791356,lh,mwe-S32,32.0,2562.0,1.0,CC121111
945,4.0,0.3,0.9,0.7084890356791356,rh,mwe-S32,32.0,2561.0,1.0,CC121111
946,4.0,0.3,0.9,0.857411661576946,lh,mwe-S32,32.0,2562.0,1.0,CC121144
947,4.0,0.3,0.9,0.857411661576946,rh,mwe-S32,32.0,2559.0,1.0,CC121144
948,4.0,0.3,0.9,0.8116586129611549,lh,mwe-S32,32.0,2562.0,1.0,CC121411
949,4.0,0.3,0.9,0.8116586129611549,rh,mwe-S32,32.0,2562.0,1.0,CC121411
950,4.0,0.3,0.9,0.7167257576141068,lh,mwe-S32,32.0,2542.0,1.0,CC121428
951,4.0,0.3,0.9,0.7167257576141068,rh,mwe-S32,32.0,2548.0,1.0,CC121428
952,4.0,0.3,0.9,0.8313178627833271,lh,mwe-S32,32.0,2562.0,1.0,CC122172
953,4.0,0.3,0.9,0.8313178627833271,rh,mwe-S32,32.0,2561.0,1.0,CC122172
954,4.0,0.3,0.9,0.8696415757621321,lh,mwe-S32,32.0,2561.0,1.0,CC210519
955,4.0,0.3,0.9,0.8696415757621321,rh,mwe-S32,32.0,2562.0,1.0,CC210519
956,4.0,0.3,0.9,0.7550354115937736,lh,mwe-S32,32.0,2562.0,1.0,CC220526
957,4.0,0.3,0.9,0.7550354115937736,rh,mwe-S32,32.0,2562.0,1.0,CC220526
958,4.0,0.3,0.9,0.8390891085574064,lh,mwe-S32,32.0,2561.0,1.0,CC221373
959,4.0,0.3,0.9,0.8390891085574064,rh,mwe-S32,32.0,2561.0,1.0,CC221373
960,1.0,0.2,0.9,0.9305404139960801,lh,mwe-S32,32.0,2555.0,1.0,CC110033
961,1.0,0.2,0.9,0.9305404139960801,rh,mwe-S32,32.0,2537.0,1.0,CC110033
962,1.0,0.2,0.9,0.9150129146988442,lh,mwe-S32,32.0,2544.0,1.0,CC110101
963,1.0,0.2,0.9,0.9150129146988442,rh,mwe-S32,32.0,2544.0,1.0,CC110101
964,1.0,0.2,0.9,0.9250678418770658,lh,mwe-S32,32.0,2528.0,1.0,CC110187
965,1.0,0.2,0.9,0.9250678418770658,rh,mwe-S32,32.0,2561.0,1.0,CC110187
966,1.0,0.2,0.9,0.9241590388609484,lh,mwe-S32,32.0,2541.0,1.0,CC110411
967,1.0,0.2,0.9,0.9241590388609484,rh,mwe-S32,32.0,2509.0,1.0,CC110411
968,1.0,0.2,0.9,0.8580233856361756,lh,mwe-S32,32.0,2562.0,1.0,CC110606
969,1.0,0.2,0.9,0.8580233856361756,rh,mwe-S32,32.0,2560.0,1.0,CC110606
970,1.0,0.2,0.9,0.9341679741338682,lh,mwe-S32,32.0,2556.0,1.0,CC112141
971,1.0,0.2,0.9,0.9341679741338682,rh,mwe-S32,32.0,2558.0,1.0,CC112141
972,1.0,0.2,0.9,0.9325447781758943,lh,mwe-S32,32.0,2560.0,1.0,CC120008
973,1.0,0.2,0.9,0.9325447781758943,rh,mwe-S32,32.0,2561.0,1.0,CC120008
974,1.0,0.2,0.9,0.9354775570460733,lh,mwe-S32,32.0,2519.0,1.0,CC120049
975,1.0,0.2,0.9,0.9354775570460733,rh,mwe-S32,32.0,2554.0,1.0,CC120049
976,1.0,0.2,0.9,0.9160993642770453,lh,mwe-S32,32.0,2559.0,1.0,CC120061
977,1.0,0.2,0.9,0.9160993642770453,rh,mwe-S32,32.0,2537.0,1.0,CC120061
978,1.0,0.2,0.9,0.932172495070507,lh,mwe-S32,32.0,2528.0,1.0,CC120120
979,1.0,0.2,0.9,0.932172495070507,rh,mwe-S32,32.0,2489.0,1.0,CC120120
980,1.0,0.2,0.9,0.8602517853722744,lh,mwe-S32,32.0,2336.0,1.0,CC120166
981,1.0,0.2,0.9,0.8602517853722744,rh,mwe-S32,32.0,2329.0,1.0,CC120166
982,1.0,0.2,0.9,0.913608736335952,lh,mwe-S32,32.0,2526.0,1.0,CC120182
983,1.0,0.2,0.9,0.913608736335952,rh,mwe-S32,32.0,2553.0,1.0,CC120182
984,1.0,0.2,0.9,0.8848159373692802,lh,mwe-S32,32.0,2561.0,1.0,CC120218
985,1.0,0.2,0.9,0.8848159373692802,rh,mwe-S32,32.0,2542.0,1.0,CC120218
986,1.0,0.2,0.9,0.9095695001494646,lh,mwe-S32,32.0,2511.0,1.0,CC120264
987,1.0,0.2,0.9,0.9095695001494646,rh,mwe-S32,32.0,2554.0,1.0,CC120264
988,1.0,0.2,0.9,0.9053840522071469,lh,mwe-S32,32.0,2535.0,1.0,CC120309
989,1.0,0.2,0.9,0.9053840522071469,rh,mwe-S32,32.0,2559.0,1.0,CC120309
990,1.0,0.2,0.9,0.9353083258242757,lh,mwe-S32,32.0,2298.0,1.0,CC120313
991,1.0,0.2,0.9,0.9353083258242757,rh,mwe-S32,32.0,2495.0,1.0,CC120313
992,1.0,0.2,0.9,0.9312586981776027,lh,mwe-S32,32.0,2560.0,1.0,CC120319
993,1.0,0.2,0.9,0.9312586981776027,rh,mwe-S32,32.0,2397.0,1.0,CC120319
994,1.0,0.2,0.9,0.8942506840411143,lh,mwe-S32,32.0,2488.0,1.0,CC120376
995,1.0,0.2,0.9,0.8942506840411143,rh,mwe-S32,32.0,2561.0,1.0,CC120376
996,1.0,0.2,0.9,0.9242018188977216,lh,mwe-S32,32.0,2520.0,1.0,CC120469
997,1.0,0.2,0.9,0.9242018188977216,rh,mwe-S32,32.0,2554.0,1.0,CC120469
998,1.0,0.2,0.9,0.907967106008565,lh,mwe-S32,32.0,2559.0,1.0,CC120550
999,1.0,0.2,0.9,0.907967106008565,rh,mwe-S32,32.0,2551.0,1.0,CC120550
1000,1.0,0.2,0.9,0.916546343795406,lh,mwe-S32,32.0,2558.0,1.0,CC120640
1001,1.0,0.2,0.9,0.916546343795406,rh,mwe-S32,32.0,2518.0,1.0,CC120640
1002,1.0,0.2,0.9,0.889820432005755,lh,mwe-S32,32.0,2446.0,1.0,CC120727
1003,1.0,0.2,0.9,0.889820432005755,rh,mwe-S32,32.0,2552.0,1.0,CC120727
1004,1.0,0.2,0.9,0.9044540642517648,lh,mwe-S32,32.0,2559.0,1.0,CC120795
1005,1.0,0.2,0.9,0.9044540642517648,rh,mwe-S32,32.0,2558.0,1.0,CC120795
1006,1.0,0.2,0.9,0.9145930200425652,lh,mwe-S32,32.0,2217.0,1.0,CC121106
1007,1.0,0.2,0.9,0.9145930200425652,rh,mwe-S32,32.0,2311.0,1.0,CC121106
1008,1.0,0.2,0.9,0.8548402445670384,lh,mwe-S32,32.0,2548.0,1.0,CC121111
1009,1.0,0.2,0.9,0.8548402445670384,rh,mwe-S32,32.0,2557.0,1.0,CC121111
1010,1.0,0.2,0.9,0.9358257783920592,lh,mwe-S32,32.0,2555.0,1.0,CC121144
1011,1.0,0.2,0.9,0.9358257783920592,rh,mwe-S32,32.0,2400.0,1.0,CC121144
1012,1.0,0.2,0.9,0.9042538974452147,lh,mwe-S32,32.0,2561.0,1.0,CC121411
1013,1.0,0.2,0.9,0.9042538974452147,rh,mwe-S32,32.0,2435.0,1.0,CC121411
1014,1.0,0.2,0.9,0.8450600051574345,lh,mwe-S32,32.0,2052.0,1.0,CC121428
1015,1.0,0.2,0.9,0.8450600051574345,rh,mwe-S32,32.0,2050.0,1.0,CC121428
1016,1.0,0.2,0.9,0.9142553757227578,lh,mwe-S32,32.0,2513.0,1.0,CC122172
1017,1.0,0.2,0.9,0.9142553757227578,rh,mwe-S32,32.0,2531.0,1.0,CC122172
1018,1.0,0.2,0.9,0.9478346853573393,lh,mwe-S32,32.0,2561.0,1.0,CC210519
1019,1.0,0.2,0.9,0.9478346853573393,rh,mwe-S32,32.0,2557.0,1.0,CC210519
